circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	9	5_5_2	16	0.529	exon	ENSG00000230092.7_5,	-	K00302:154:HGK25BBXY:2:2119:18456:16172,K00302:154:HGK25BBXY:2:1222:5913:3301,K00302:154:HGK25BBXY:2:2127:6908:40156,K00302:154:HGK25BBXY:2:1122:3011:3301,K00302:154:HGK25BBXY:2:1102:1803:25509,K00302:154:HGK25BBXY:2:1104:29569:16014,K00302:154:HGK25BBXY:2:2218:28777:44218,K00302:154:HGK25BBXY:2:1227:13514:38275,K00302:154:HGK25BBXY:2:2102:29873:19320,
chr1:1158624|1159348	chr1	1158624	1159348	6	5_6_0	119	0.092	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:2:2227:23500:21149,K00302:154:HGK25BBXY:2:2203:17036:22608,K00302:154:HGK25BBXY:2:2205:3742:3723,K00302:154:HGK25BBXY:2:1205:26423:33809,K00302:154:HGK25BBXY:2:2123:25723:37132,K00302:154:HGK25BBXY:2:2107:24515:11513,
chr1:1601103|1666274	chr1	1601103	1666274	7	2_6_3	8	0.636	intergenic_region	n/a	-	K00302:154:HGK25BBXY:2:2225:3660:38644,K00302:154:HGK25BBXY:2:2102:20791:33651,K00302:154:HGK25BBXY:2:2124:6593:21746,K00302:154:HGK25BBXY:2:1117:21460:46311,K00302:154:HGK25BBXY:2:1117:21197:46416,K00302:154:HGK25BBXY:2:1121:6390:10387,K00302:154:HGK25BBXY:2:2221:14113:2176,
chr1:1735858|1737977	chr1	1735858	1737977	2	2_2_0	524	0.008	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:2219:28412:8805,K00302:154:HGK25BBXY:2:2207:26829:13166,
chr1:1747195|1770677	chr1	1747195	1770677	4	1_1_2	338	0.023	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:1221:31030:30960,K00302:154:HGK25BBXY:2:2121:3762:10897,K00302:154:HGK25BBXY:2:1121:2158:11143,K00302:154:HGK25BBXY:2:1121:2757:11935,
chr1:7854017|7861251	chr1	7854017	7861251	2	0_2_2	38	0.095	exon	ENSG00000049246.14_2,	+	K00302:154:HGK25BBXY:2:2219:7710:29518,K00302:154:HGK25BBXY:2:1201:6400:24085,
chr1:8555123|8617582	chr1	8555123	8617582	2	2_1_0	81	0.047	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1127:18335:13675,K00302:154:HGK25BBXY:2:1101:27915:2914,
chr1:8555123|8674745	chr1	8555123	8674745	4	2_2_1	79	0.092	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1111:17848:5095,K00302:154:HGK25BBXY:2:1111:18162:5183,K00302:154:HGK25BBXY:2:2101:9485:12761,K00302:154:HGK25BBXY:2:1108:6482:19689,
chr1:8601273|8617582	chr1	8601273	8617582	7	2_4_3	63	0.182	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2114:24799:34653,K00302:154:HGK25BBXY:2:2114:24241:36218,K00302:154:HGK25BBXY:2:1110:29934:21113,K00302:154:HGK25BBXY:2:2213:5284:7310,K00302:154:HGK25BBXY:2:1123:28564:27778,K00302:154:HGK25BBXY:2:1123:28290:27865,K00302:154:HGK25BBXY:2:1201:8034:34477,
chr1:8601273|8674745	chr1	8601273	8674745	2	2_2_0	59	0.063	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1113:16102:4813,K00302:154:HGK25BBXY:2:2214:19197:13306,
chr1:8684369|8716500	chr1	8684369	8716500	2	2_2_0	23	0.148	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2228:19147:32842,K00302:154:HGK25BBXY:2:2204:25570:16084,
chr1:8716032|8716500	chr1	8716032	8716500	2	2_2_0	54	0.069	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1207:10379:19830,K00302:154:HGK25BBXY:2:1207:12499:44535,
chr1:9991949|9994918	chr1	9991949	9994918	10	5_7_3	96	0.172	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:2:2114:25905:46838,K00302:154:HGK25BBXY:2:2105:29366:42495,K00302:154:HGK25BBXY:2:2106:23774:16735,K00302:154:HGK25BBXY:2:1112:31994:24542,K00302:154:HGK25BBXY:2:1112:31680:24560,K00302:154:HGK25BBXY:2:1207:11373:35796,K00302:154:HGK25BBXY:2:1225:16711:20955,K00302:154:HGK25BBXY:2:2210:30015:39717,K00302:154:HGK25BBXY:2:2213:8217:8981,K00302:154:HGK25BBXY:2:1216:20029:22590,
chr1:10321963|10328321	chr1	10321963	10328321	2	0_1_2	538	0.007	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:2102:8166:4391,K00302:154:HGK25BBXY:2:2212:6502:6431,
chr1:10407819|10408791	chr1	10407819	10408791	3	1_1_1	335	0.018	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:1224:16681:38803,K00302:154:HGK25BBXY:2:1224:14905:42302,K00302:154:HGK25BBXY:2:2113:32075:2281,
chr1:10423341|10425706	chr1	10423341	10425706	2	0_2_1	286	0.014	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:1113:4168:42970,K00302:154:HGK25BBXY:2:2117:3610:7539,
chr1:10463128|10464336	chr1	10463128	10464336	3	1_2_0	130	0.044	exon	ENSG00000142657.21_4,	+	K00302:154:HGK25BBXY:2:1122:17279:15856,K00302:154:HGK25BBXY:2:1122:14935:17069,K00302:154:HGK25BBXY:2:2226:29620:31611,
chr1:11169347|11177143	chr1	11169347	11177143	2	2_1_1	90	0.043	exon	ENSG00000198793.12_4,	-	K00302:154:HGK25BBXY:2:2222:8795:9913,K00302:154:HGK25BBXY:2:1228:7009:27215,
chr1:16044388|16047883	chr1	16044388	16047883	2	1_0_2	62	0.061	exon	ENSG00000116786.13_5,	+	K00302:154:HGK25BBXY:2:1216:8369:17298,K00302:154:HGK25BBXY:2:1127:3092:34424,
