circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	5	3_4_0	189	0.050	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:2:1205:20841:31347,K00302:154:HGK25BBXY:2:1219:21937:45625,K00302:154:HGK25BBXY:2:1219:21775:46047,K00302:154:HGK25BBXY:2:2128:4493:6361,K00302:154:HGK25BBXY:2:2210:9019:48948,
chr1:1586823|1588948	chr1	1586823	1588948	2	2_1_0	15	0.211	exon	ENSG00000248333.8_3,	-	K00302:154:HGK25BBXY:2:2225:17472:31910,K00302:154:HGK25BBXY:2:1213:20334:2193,
chr1:1735858|1737977	chr1	1735858	1737977	3	2_1_1	741	0.008	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:1221:12215:2334,K00302:154:HGK25BBXY:2:1221:12205:2738,K00302:154:HGK25BBXY:2:2102:24576:1982,
chr1:1735858|1749314	chr1	1735858	1749314	2	2_0_2	767	0.005	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:1101:22323:32226,K00302:154:HGK25BBXY:2:1104:15889:44113,
chr1:1735858|1770677	chr1	1735858	1770677	3	2_0_2	474	0.013	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:1209:26382:27127,K00302:154:HGK25BBXY:2:1209:25022:27408,K00302:154:HGK25BBXY:2:2105:4066:25914,
chr1:1737914|1770677	chr1	1737914	1770677	2	2_0_2	440	0.009	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:2102:15016:44922,K00302:154:HGK25BBXY:2:2206:9536:8066,
chr1:1747195|1770677	chr1	1747195	1770677	4	1_2_3	524	0.015	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:1203:30086:25246,K00302:154:HGK25BBXY:2:1203:29934:25931,K00302:154:HGK25BBXY:2:2114:14925:38398,K00302:154:HGK25BBXY:2:1225:30878:40649,
chr1:2234417|2236024	chr1	2234417	2236024	3	2_2_0	55	0.098	exon	ENSG00000157933.10_3,	+	K00302:154:HGK25BBXY:2:1220:17949:39031,K00302:154:HGK25BBXY:2:1106:28666:45502,K00302:154:HGK25BBXY:2:1106:29102:46645,
chr1:7837220|7838229	chr1	7837220	7838229	6	3_3_0	291	0.040	exon	ENSG00000049245.13_4,	+	K00302:154:HGK25BBXY:2:1125:8948:30503,K00302:154:HGK25BBXY:2:1220:20770:9596,K00302:154:HGK25BBXY:2:2218:21217:41528,K00302:154:HGK25BBXY:2:2106:10845:3442,K00302:154:HGK25BBXY:2:1102:9232:29940,K00302:154:HGK25BBXY:2:1111:4462:39963,
chr1:8555123|8674745	chr1	8555123	8674745	2	1_2_0	132	0.029	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2102:32248:34512,K00302:154:HGK25BBXY:2:2112:20029:34934,
chr1:8601273|8617582	chr1	8601273	8617582	13	5_8_7	132	0.165	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1123:9881:29343,K00302:154:HGK25BBXY:2:1126:24424:13570,K00302:154:HGK25BBXY:2:1217:17868:14695,K00302:154:HGK25BBXY:2:1226:14022:40104,K00302:154:HGK25BBXY:2:1226:3934:47876,K00302:154:HGK25BBXY:2:2213:11464:24243,K00302:154:HGK25BBXY:2:1112:16762:44570,K00302:154:HGK25BBXY:2:1121:31548:30872,K00302:154:HGK25BBXY:2:1205:17980:11477,K00302:154:HGK25BBXY:2:2117:2128:7996,K00302:154:HGK25BBXY:2:1224:26098:11970,K00302:154:HGK25BBXY:2:2221:27265:22186,K00302:154:HGK25BBXY:2:2210:20933:45115,
