circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	3	2_3_0	111	0.051	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:2:2126:7019:35110,K00302:154:HGK25BBXY:2:1121:4665:17561,K00302:154:HGK25BBXY:2:1204:23602:4268,
chr1:1747195|1756938	chr1	1747195	1756938	2	2_2_0	198	0.020	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:1225:3650:2580,K00302:154:HGK25BBXY:2:2228:26636:29817,
chr1:8601273|8674745	chr1	8601273	8674745	2	2_2_0	26	0.133	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2224:5528:10088,K00302:154:HGK25BBXY:2:2207:24505:32736,
chr1:9991949|9994918	chr1	9991949	9994918	5	2_3_3	34	0.227	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:2:2202:25337:40121,K00302:154:HGK25BBXY:2:2202:25296:40297,K00302:154:HGK25BBXY:2:2210:2179:47049,K00302:154:HGK25BBXY:2:1127:16965:30679,K00302:154:HGK25BBXY:2:2220:13809:24894,
chr1:10155519|10165802	chr1	10155519	10165802	4	3_3_0	34	0.190	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:2:2114:23693:3407,K00302:154:HGK25BBXY:2:2114:4949:8910,K00302:154:HGK25BBXY:2:1114:21531:2686,K00302:154:HGK25BBXY:2:1117:28351:28639,
chr1:10316305|10328321	chr1	10316305	10328321	2	2_1_0	119	0.033	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:2210:3173:23417,K00302:154:HGK25BBXY:2:1228:20151:23470,
chr1:21295967|21307720	chr1	21295967	21307720	3	3_3_0	63	0.087	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:2:2114:8674:20217,K00302:154:HGK25BBXY:2:2128:10805:10405,K00302:154:HGK25BBXY:2:1215:12621:6132,
chr1:27056142|27059283	chr1	27056142	27059283	6	6_6_0	41	0.226	exon	ENSG00000117713.20_5,	+	K00302:154:HGK25BBXY:2:2205:28270:41475,K00302:154:HGK25BBXY:2:1208:12033:44464,K00302:154:HGK25BBXY:2:1104:5954:19970,K00302:154:HGK25BBXY:2:1112:3539:28938,K00302:154:HGK25BBXY:2:2208:17716:39576,K00302:154:HGK25BBXY:2:2213:26616:6325,
chr1:27269151|27269556	chr1	27269151	27269556	2	2_2_0	26	0.133	exon	ENSG00000090273.14_4,	+	K00302:154:HGK25BBXY:2:1223:24393:32648,K00302:154:HGK25BBXY:2:2118:9993:7591,
chr1:32381496|32385259	chr1	32381496	32385259	2	2_2_0	15	0.211	exon	ENSG00000184007.21_6,	-	K00302:154:HGK25BBXY:2:1115:4584:37677,K00302:154:HGK25BBXY:2:2219:22384:35391,
chr1:33760538|33760906	chr1	33760538	33760906	2	1_1_1	18	0.182	exon	ENSG00000160094.15_5,	+	K00302:154:HGK25BBXY:2:2121:6279:45467,K00302:154:HGK25BBXY:2:2217:24921:22379,
chr1:35824526|35827390	chr1	35824526	35827390	2	2_2_0	51	0.073	exon	ENSG00000146463.11_3,	+	K00302:154:HGK25BBXY:2:2205:10348:28006,K00302:154:HGK25BBXY:2:2101:20669:42267,
chr1:35936464|35944813	chr1	35936464	35944813	3	1_2_1	45	0.118	exon	ENSG00000142687.18_4,	-	K00302:154:HGK25BBXY:2:1206:27336:4092,K00302:154:HGK25BBXY:2:1104:13809:46838,K00302:154:HGK25BBXY:2:1104:13859:47172,
chr1:41536267|41541123	chr1	41536267	41541123	3	3_3_0	57	0.095	exon	ENSG00000010803.16_4,	-	K00302:154:HGK25BBXY:2:1213:26951:15979,K00302:154:HGK25BBXY:2:2121:5599:15487,K00302:154:HGK25BBXY:2:1123:5518:1912,
chr1:44877653|44878394	chr1	44877653	44878394	3	3_3_0	19	0.240	exon	ENSG00000187147.18_5,	+	K00302:154:HGK25BBXY:2:2202:22810:11583,K00302:154:HGK25BBXY:2:1206:11434:32982,K00302:154:HGK25BBXY:2:2207:28036:6009,
chr1:51926763|51930998	chr1	51926763	51930998	3	1_1_2	157	0.037	exon	ENSG00000085832.17_6,	-	K00302:154:HGK25BBXY:2:2221:23805:43093,K00302:154:HGK25BBXY:2:2223:14884:12374,K00302:154:HGK25BBXY:2:2223:15412:13640,
chr1:59787208|59812070	chr1	59787208	59812070	5	4_4_0	17	0.370	exon	ENSG00000172456.17_4,	+	K00302:154:HGK25BBXY:2:1227:8998:37027,K00302:154:HGK25BBXY:2:1104:8877:23241,K00302:154:HGK25BBXY:2:1214:23683:36763,K00302:154:HGK25BBXY:2:1214:24769:38715,K00302:154:HGK25BBXY:2:2111:32167:45027,
chr1:59805630|59844509	chr1	59805630	59844509	4	3_2_1	14	0.364	exon	ENSG00000172456.17_4,	+	K00302:154:HGK25BBXY:2:1208:28432:43726,K00302:154:HGK25BBXY:2:1208:28321:44201,K00302:154:HGK25BBXY:2:1106:17178:20392,K00302:154:HGK25BBXY:2:1128:8258:44253,
chr1:65830318|65831879	chr1	65830318	65831879	2	2_2_0	22	0.154	exon	ENSG00000116675.16_4,	+	K00302:154:HGK25BBXY:2:2202:24992:8541,K00302:154:HGK25BBXY:2:1128:18355:40016,
chr1:67356837|67371058	chr1	67356837	67371058	11	7_10_1	5	0.815	exon	ENSG00000152763.17_4,	-	K00302:154:HGK25BBXY:2:1208:10399:36710,K00302:154:HGK25BBXY:2:2101:19238:36903,K00302:154:HGK25BBXY:2:1108:27691:35057,K00302:154:HGK25BBXY:2:1214:26260:1349,K00302:154:HGK25BBXY:2:2122:30492:7767,K00302:154:HGK25BBXY:2:2123:31040:45748,K00302:154:HGK25BBXY:2:2217:27519:17175,K00302:154:HGK25BBXY:2:1222:21582:24577,K00302:154:HGK25BBXY:2:2204:19004:33440,K00302:154:HGK25BBXY:2:2222:25053:18142,K00302:154:HGK25BBXY:2:1116:8836:13289,
