circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	6	2_4_0	57	0.174	exon	ENSG00000078808.16_3,	-	K00302:116:H3TF5BBXY:5:2227:2067:27373,K00302:116:H3TF5BBXY:5:1117:12946:43234,K00302:116:H3TF5BBXY:5:2126:2443:37695,K00302:116:H3TF5BBXY:5:1121:21217:5481,K00302:116:H3TF5BBXY:5:2211:17584:19232,K00302:116:H3TF5BBXY:5:1113:8694:47295,
chr1:1601103|1666274	chr1	1601103	1666274	3	3_2_1	5	0.545	intergenic_region	n/a	-	K00302:116:H3TF5BBXY:5:2108:28057:30415,K00302:116:H3TF5BBXY:5:2108:11221:48790,K00302:116:H3TF5BBXY:5:1202:3914:37220,
chr1:1747195|1756938	chr1	1747195	1756938	2	1_2_0	103	0.037	exon	ENSG00000078369.18_3,	-	K00302:116:H3TF5BBXY:5:2210:18730:36270,K00302:116:H3TF5BBXY:5:1125:20232:41088,
chr1:7837220|7838229	chr1	7837220	7838229	6	5_4_1	37	0.245	exon	ENSG00000049245.13_4,	+	K00302:116:H3TF5BBXY:5:2114:9983:10176,K00302:116:H3TF5BBXY:5:1209:9729:18036,K00302:116:H3TF5BBXY:5:2208:25510:11794,K00302:116:H3TF5BBXY:5:1222:2696:5675,K00302:116:H3TF5BBXY:5:2118:3285:23434,K00302:116:H3TF5BBXY:5:1111:4949:40174,
chr1:8555123|8617582	chr1	8555123	8617582	4	3_3_0	36	0.182	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:2115:6867:39594,K00302:116:H3TF5BBXY:5:1219:26189:23768,K00302:116:H3TF5BBXY:5:1221:23865:35602,K00302:116:H3TF5BBXY:5:1221:24332:36481,
chr1:8601273|8674745	chr1	8601273	8674745	3	1_3_0	24	0.200	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:1228:13535:31171,K00302:116:H3TF5BBXY:5:2121:13626:7134,K00302:116:H3TF5BBXY:5:1218:20050:47700,
chr1:9991949|9994918	chr1	9991949	9994918	3	2_3_0	21	0.222	exon	ENSG00000162441.12_3,	-	K00302:116:H3TF5BBXY:5:1118:2483:14555,K00302:116:H3TF5BBXY:5:1211:30472:21096,K00302:116:H3TF5BBXY:5:2108:32339:35022,
chr1:10155519|10165802	chr1	10155519	10165802	2	1_2_0	16	0.200	exon	ENSG00000130939.19_4,	+	K00302:116:H3TF5BBXY:5:2124:2067:4057,K00302:116:H3TF5BBXY:5:1121:14438:31470,
chr1:10407819|10408791	chr1	10407819	10408791	2	2_2_0	94	0.041	exon	ENSG00000054523.17_4,	+	K00302:116:H3TF5BBXY:5:2105:19583:6976,K00302:116:H3TF5BBXY:5:1216:9962:9578,
chr1:10423341|10425706	chr1	10423341	10425706	2	1_2_0	73	0.052	exon	ENSG00000054523.17_4,	+	K00302:116:H3TF5BBXY:5:2114:11383:26635,K00302:116:H3TF5BBXY:5:2125:5213:2826,
chr1:12061458|12062160	chr1	12061458	12062160	2	2_1_0	40	0.091	exon	ENSG00000116688.16_5,	+	K00302:116:H3TF5BBXY:5:1103:8308:2000,K00302:116:H3TF5BBXY:5:2112:9770:26723,
chr1:12422776|12423303	chr1	12422776	12423303	2	2_2_0	58	0.065	exon	ENSG00000048707.15_5,	+	K00302:116:H3TF5BBXY:5:2107:13281:47331,K00302:116:H3TF5BBXY:5:2107:14062:47383,
chr1:14099573|14109326	chr1	14099573	14109326	2	2_2_0	31	0.114	exon	ENSG00000116731.22_3,	+	K00302:116:H3TF5BBXY:5:2123:25570:35180,K00302:116:H3TF5BBXY:5:1217:26900:34565,
chr1:16199311|16203173	chr1	16199311	16203173	2	1_2_0	37	0.098	exon	ENSG00000065526.11_3,	+	K00302:116:H3TF5BBXY:5:2127:4685:16788,K00302:116:H3TF5BBXY:5:2116:19065:11565,
chr1:17907048|17914974	chr1	17907048	17914974	2	2_1_1	44	0.083	exon	ENSG00000074964.17_4,	+	K00302:116:H3TF5BBXY:5:1209:19958:1613,K00302:116:H3TF5BBXY:5:2123:25083:26670,
chr1:19519927|19523759	chr1	19519927	19523759	3	2_2_0	46	0.115	exon	ENSG00000127481.15_4,	-	K00302:116:H3TF5BBXY:5:2115:13230:19882,K00302:116:H3TF5BBXY:5:1123:5751:18107,K00302:116:H3TF5BBXY:5:2215:2828:41282,
chr1:21071237|21103243	chr1	21071237	21103243	2	2_1_0	137	0.028	exon	ENSG00000127483.18_4,	-	K00302:116:H3TF5BBXY:5:2202:18416:10968,K00302:116:H3TF5BBXY:5:1201:30097:29589,
chr1:21076216|21100103	chr1	21076216	21100103	5	5_4_0	136	0.068	exon	ENSG00000127483.18_4,	-	K00302:116:H3TF5BBXY:5:1209:10713:27443,K00302:116:H3TF5BBXY:5:1209:18020:43726,K00302:116:H3TF5BBXY:5:2225:12753:23276,K00302:116:H3TF5BBXY:5:2225:7293:31365,K00302:116:H3TF5BBXY:5:2121:5112:29870,
chr1:21083659|21100103	chr1	21083659	21100103	12	7_7_0	157	0.133	exon	ENSG00000127483.18_4,	-	K00302:116:H3TF5BBXY:5:2103:23490:36042,K00302:116:H3TF5BBXY:5:2114:2838:36868,K00302:116:H3TF5BBXY:5:1203:7902:21940,K00302:116:H3TF5BBXY:5:1203:7628:22485,K00302:116:H3TF5BBXY:5:1204:1945:9051,K00302:116:H3TF5BBXY:5:1208:8674:37202,K00302:116:H3TF5BBXY:5:1116:21430:4760,K00302:116:H3TF5BBXY:5:1227:19481:9789,K00302:116:H3TF5BBXY:5:1227:29183:36306,K00302:116:H3TF5BBXY:5:1227:28899:36411,K00302:116:H3TF5BBXY:5:2107:20395:3530,K00302:116:H3TF5BBXY:5:1118:21562:28727,
chr1:21295967|21307720	chr1	21295967	21307720	4	4_3_0	87	0.084	exon	ENSG00000075151.20_3,	-	K00302:116:H3TF5BBXY:5:2219:9546:23733,K00302:116:H3TF5BBXY:5:2209:1976:14273,K00302:116:H3TF5BBXY:5:1213:9516:36939,K00302:116:H3TF5BBXY:5:2208:12753:15012,
chr1:21295967|21329301	chr1	21295967	21329301	4	3_3_0	77	0.094	exon	ENSG00000075151.20_3,	-	K00302:116:H3TF5BBXY:5:2113:6695:37150,K00302:116:H3TF5BBXY:5:1123:19076:12040,K00302:116:H3TF5BBXY:5:2116:2980:35919,K00302:116:H3TF5BBXY:5:1212:12469:40614,
chr1:21324094|21329301	chr1	21324094	21329301	3	1_3_0	48	0.111	exon	ENSG00000075151.20_3,	-	K00302:116:H3TF5BBXY:5:1223:32329:16366,K00302:116:H3TF5BBXY:5:2226:11586:29870,K00302:116:H3TF5BBXY:5:1218:15777:48561,
chr1:21377359|21415706	chr1	21377359	21415706	2	2_2_0	111	0.035	exon	ENSG00000075151.20_3,	-	K00302:116:H3TF5BBXY:5:2102:24089:42425,K00302:116:H3TF5BBXY:5:1121:5700:33668,
chr1:21415631|21437876	chr1	21415631	21437876	5	3_3_0	76	0.116	exon	ENSG00000075151.20_3,	-	K00302:116:H3TF5BBXY:5:2103:2087:11477,K00302:116:H3TF5BBXY:5:2219:11464:26599,K00302:116:H3TF5BBXY:5:2121:28452:3354,K00302:116:H3TF5BBXY:5:2201:10622:14625,K00302:116:H3TF5BBXY:5:1219:7283:7715,
chr1:23356962|23370979	chr1	23356962	23370979	2	2_2_0	42	0.087	exon	ENSG00000004487.16_5,	+	K00302:116:H3TF5BBXY:5:2104:26798:27391,K00302:116:H3TF5BBXY:5:2228:13687:22854,
chr1:23356962|23377013	chr1	23356962	23377013	11	7_8_0	41	0.349	exon	ENSG00000004487.16_5,	+	K00302:116:H3TF5BBXY:5:2117:28716:30925,K00302:116:H3TF5BBXY:5:1206:29325:43163,K00302:116:H3TF5BBXY:5:1108:10044:10036,K00302:116:H3TF5BBXY:5:1215:16437:17456,K00302:116:H3TF5BBXY:5:1222:7019:47454,K00302:116:H3TF5BBXY:5:1222:6989:48843,K00302:116:H3TF5BBXY:5:2110:15260:4514,K00302:116:H3TF5BBXY:5:2117:4148:31540,K00302:116:H3TF5BBXY:5:2220:4685:7890,K00302:116:H3TF5BBXY:5:1228:26463:18616,K00302:116:H3TF5BBXY:5:2101:4401:30925,
chr1:23356962|23385660	chr1	23356962	23385660	7	4_6_0	84	0.143	exon	ENSG00000004487.16_5,	+	K00302:116:H3TF5BBXY:5:2102:11627:30433,K00302:116:H3TF5BBXY:5:2102:11809:30538,K00302:116:H3TF5BBXY:5:2109:4513:29536,K00302:116:H3TF5BBXY:5:1101:23043:20744,K00302:116:H3TF5BBXY:5:1211:25357:20920,K00302:116:H3TF5BBXY:5:2223:31040:45572,K00302:116:H3TF5BBXY:5:2223:30969:45590,
chr1:23376880|23385660	chr1	23376880	23385660	3	2_2_0	129	0.044	exon	ENSG00000004487.16_5,	+	K00302:116:H3TF5BBXY:5:2211:9922:31980,K00302:116:H3TF5BBXY:5:1208:22414:24929,K00302:116:H3TF5BBXY:5:1224:1397:35356,
chr1:26772807|26774151	chr1	26772807	26774151	2	1_2_0	25	0.138	exon	ENSG00000117682.17_3,	+	K00302:116:H3TF5BBXY:5:2211:27590:23909,K00302:116:H3TF5BBXY:5:1206:14204:13658,
chr1:27056142|27059283	chr1	27056142	27059283	3	3_3_0	36	0.143	exon	ENSG00000117713.20_5,	+	K00302:116:H3TF5BBXY:5:1126:5416:10493,K00302:116:H3TF5BBXY:5:1104:28524:45607,K00302:116:H3TF5BBXY:5:1106:16264:32420,
chr1:27269151|27269556	chr1	27269151	27269556	4	1_2_0	50	0.138	exon	ENSG00000090273.14_4,	+	K00302:116:H3TF5BBXY:5:1223:18771:36763,K00302:116:H3TF5BBXY:5:2214:27580:19320,K00302:116:H3TF5BBXY:5:1115:18061:10317,K00302:116:H3TF5BBXY:5:1224:5507:31611,
chr1:28116073|28120143	chr1	28116073	28120143	2	2_1_0	67	0.056	exon	ENSG00000117758.14_4,	+	K00302:116:H3TF5BBXY:5:2212:1966:42284,K00302:116:H3TF5BBXY:5:2214:14316:33545,
chr1:28802619|28807116	chr1	28802619	28807116	2	1_2_0	49	0.075	exon	ENSG00000204138.13_4,	+	K00302:116:H3TF5BBXY:5:2128:29823:4110,K00302:116:H3TF5BBXY:5:1213:18720:40156,
chr1:29068915|29070498	chr1	29068915	29070498	2	2_1_0	25	0.138	exon	ENSG00000198492.16_6,	+	K00302:116:H3TF5BBXY:5:2204:28148:20410,K00302:116:H3TF5BBXY:5:2225:8288:10229,
chr1:29474592|29476704	chr1	29474592	29476704	4	2_2_0	88	0.083	exon	ENSG00000116350.17_5,	-	K00302:116:H3TF5BBXY:5:2121:7862:13711,K00302:116:H3TF5BBXY:5:2121:7994:13904,K00302:116:H3TF5BBXY:5:2121:7770:14291,K00302:116:H3TF5BBXY:5:2121:8765:14537,
chr1:29481208|29481422	chr1	29481208	29481422	2	2_2_0	77	0.049	exon	ENSG00000116350.17_5,	-	K00302:116:H3TF5BBXY:5:1125:2037:34495,K00302:116:H3TF5BBXY:5:1108:18446:42882,
chr1:31810022|31821821	chr1	31810022	31821821	3	2_2_0	22	0.214	exon	ENSG00000121766.15_4,	+	K00302:116:H3TF5BBXY:5:2118:16437:39330,K00302:116:H3TF5BBXY:5:1126:3995:8453,K00302:116:H3TF5BBXY:5:1118:18365:36306,
