circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	6	2_3_3	14	0.462	exon	ENSG00000230092.7_5,	-	K00302:154:HGK25BBXY:1:2204:29762:13992,K00302:154:HGK25BBXY:1:1110:32512:43620,K00302:154:HGK25BBXY:1:1227:4777:2316,K00302:154:HGK25BBXY:1:1203:1955:21975,K00302:154:HGK25BBXY:1:1110:22983:40438,K00302:154:HGK25BBXY:1:1112:2443:32033,
chr1:1158624|1159348	chr1	1158624	1159348	3	3_3_0	194	0.030	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:1:2212:19867:26072,K00302:154:HGK25BBXY:1:2214:29954:2932,K00302:154:HGK25BBXY:1:2218:16214:46926,
chr1:1430865|1464711	chr1	1430865	1464711	3	3_3_0	13	0.316	intergenic_region	n/a	+	K00302:154:HGK25BBXY:1:2217:13545:36956,K00302:154:HGK25BBXY:1:2124:2899:40772,K00302:154:HGK25BBXY:1:2206:5883:39049,
chr1:1747195|1770677	chr1	1747195	1770677	2	2_1_1	308	0.013	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:1:2204:6938:20973,K00302:154:HGK25BBXY:1:2220:18832:29343,
chr1:7837220|7838229	chr1	7837220	7838229	17	10_4_6	247	0.121	exon	ENSG00000049245.13_4,	+	K00302:154:HGK25BBXY:1:1222:12885:46364,K00302:154:HGK25BBXY:1:1228:16955:9842,K00302:154:HGK25BBXY:1:2205:18629:1631,K00302:154:HGK25BBXY:1:2112:19319:29835,K00302:154:HGK25BBXY:1:2102:9485:16348,K00302:154:HGK25BBXY:1:2108:28290:13095,K00302:154:HGK25BBXY:1:1209:2696:35286,K00302:154:HGK25BBXY:1:1105:32461:12093,K00302:154:HGK25BBXY:1:1105:2463:27813,K00302:154:HGK25BBXY:1:2228:21968:27567,K00302:154:HGK25BBXY:1:1214:26321:38592,K00302:154:HGK25BBXY:1:2105:13494:25509,K00302:154:HGK25BBXY:1:2106:19674:6009,K00302:154:HGK25BBXY:1:1205:16112:4057,K00302:154:HGK25BBXY:1:1111:21146:14818,K00302:154:HGK25BBXY:1:1102:32187:38943,K00302:154:HGK25BBXY:1:2220:31649:2492,
chr1:8555123|8617582	chr1	8555123	8617582	2	1_2_1	56	0.067	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2211:25692:3248,K00302:154:HGK25BBXY:1:1101:13230:33774,
chr1:8555123|8674745	chr1	8555123	8674745	3	1_1_1	62	0.088	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2217:1387:6079,K00302:154:HGK25BBXY:1:2217:1692:6290,K00302:154:HGK25BBXY:1:1128:16640:22239,
chr1:8601273|8617582	chr1	8601273	8617582	5	3_3_1	53	0.159	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2122:13646:47964,K00302:154:HGK25BBXY:1:1224:6573:18616,K00302:154:HGK25BBXY:1:1117:27874:31505,K00302:154:HGK25BBXY:1:2208:20273:34231,K00302:154:HGK25BBXY:1:2209:5375:37396,
chr1:8601273|8674745	chr1	8601273	8674745	6	4_5_1	58	0.171	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2125:20892:39840,K00302:154:HGK25BBXY:1:1123:4716:13816,K00302:154:HGK25BBXY:1:1222:17411:18722,K00302:154:HGK25BBXY:1:1117:18599:4919,K00302:154:HGK25BBXY:1:1211:28879:3846,K00302:154:HGK25BBXY:1:1217:29873:13095,
chr1:8674620|8684439	chr1	8674620	8684439	2	2_2_0	62	0.061	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2203:6573:33141,K00302:154:HGK25BBXY:1:1102:15006:15961,
chr1:8674620|8716500	chr1	8674620	8716500	2	2_1_0	54	0.069	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2108:4076:11020,K00302:154:HGK25BBXY:1:2108:3508:4585,
chr1:9236203|9236380	chr1	9236203	9236380	3	2_2_0	10	0.375	intron	ENSG00000228526.7_4,	-	K00302:154:HGK25BBXY:1:2126:31406:7064,K00302:154:HGK25BBXY:1:1210:5172:12251,K00302:154:HGK25BBXY:1:1210:5781:12708,
chr1:9991949|9994918	chr1	9991949	9994918	5	2_1_1	56	0.152	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:1:2221:19664:34055,K00302:154:HGK25BBXY:1:2224:17086:39998,K00302:154:HGK25BBXY:1:2224:14377:41774,K00302:154:HGK25BBXY:1:2224:16062:41845,K00302:154:HGK25BBXY:1:2224:14428:41862,
chr1:10407819|10408791	chr1	10407819	10408791	2	1_2_1	97	0.040	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:2211:24221:29501,K00302:154:HGK25BBXY:1:1215:14519:13500,
chr1:12061458|12062160	chr1	12061458	12062160	2	1_2_0	83	0.046	exon	ENSG00000116688.16_5,	+	K00302:154:HGK25BBXY:1:2203:6725:15012,K00302:154:HGK25BBXY:1:1112:29183:46223,
chr1:12335882|12338095	chr1	12335882	12338095	4	3_3_0	62	0.114	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:1:2209:7375:27180,K00302:154:HGK25BBXY:1:2209:7324:27373,K00302:154:HGK25BBXY:1:2116:18111:43286,K00302:154:HGK25BBXY:1:2227:8359:28920,
chr1:14095613|14109326	chr1	14095613	14109326	4	0_3_4	40	0.167	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2216:8065:41880,K00302:154:HGK25BBXY:1:2120:6461:40895,K00302:154:HGK25BBXY:1:2220:24769:48808,K00302:154:HGK25BBXY:1:2110:2940:20762,
chr1:14099573|14109326	chr1	14099573	14109326	4	2_2_1	70	0.103	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2201:23287:42056,K00302:154:HGK25BBXY:1:1203:13606:39418,K00302:154:HGK25BBXY:1:1125:6228:10071,K00302:154:HGK25BBXY:1:1125:5852:11636,
chr1:14104913|14109326	chr1	14104913	14109326	2	2_2_0	67	0.056	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2128:13088:16999,K00302:154:HGK25BBXY:1:1210:2930:22327,
chr1:15860732|15863309	chr1	15860732	15863309	3	1_1_1	50	0.107	exon	ENSG00000116138.13_3,	+	K00302:154:HGK25BBXY:1:1221:22262:21887,K00302:154:HGK25BBXY:1:1204:31314:36411,K00302:154:HGK25BBXY:1:1210:32623:47084,
chr1:15964802|15970145	chr1	15964802	15970145	3	2_2_0	35	0.146	exon	ENSG00000197312.12_4,	+	K00302:154:HGK25BBXY:1:2213:28676:36622,K00302:154:HGK25BBXY:1:1223:27844:14396,K00302:154:HGK25BBXY:1:2204:14864:36534,
chr1:15976215|15978390	chr1	15976215	15978390	2	1_1_1	33	0.108	exon	ENSG00000197312.12_4,	+	K00302:154:HGK25BBXY:1:1211:28361:25879,K00302:154:HGK25BBXY:1:1108:8866:8840,
chr1:21083659|21100103	chr1	21083659	21100103	6	1_3_2	233	0.049	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2123:25489:14959,K00302:154:HGK25BBXY:1:2123:25459:15082,K00302:154:HGK25BBXY:1:1219:15930:24067,K00302:154:HGK25BBXY:1:1127:15057:29554,K00302:154:HGK25BBXY:1:2103:18467:12743,K00302:154:HGK25BBXY:1:1118:26453:11812,
chr1:21097423|21100103	chr1	21097423	21100103	3	3_3_0	243	0.024	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:1220:23023:4040,K00302:154:HGK25BBXY:1:1210:26474:48526,K00302:154:HGK25BBXY:1:1203:30614:27672,
chr1:21231376|21268823	chr1	21231376	21268823	3	3_3_0	168	0.034	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2119:22414:38468,K00302:154:HGK25BBXY:1:1214:18619:1402,K00302:154:HGK25BBXY:1:1206:19268:18880,
chr1:21295967|21307720	chr1	21295967	21307720	6	4_5_0	148	0.075	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1222:13869:42548,K00302:154:HGK25BBXY:1:2202:16315:20234,K00302:154:HGK25BBXY:1:2207:27803:9367,K00302:154:HGK25BBXY:1:1209:10044:36833,K00302:154:HGK25BBXY:1:1111:31609:41282,K00302:154:HGK25BBXY:1:1210:8176:37009,
chr1:21324094|21329301	chr1	21324094	21329301	2	0_2_2	106	0.036	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2123:15524:44605,K00302:154:HGK25BBXY:1:1228:15930:47383,
chr1:21377359|21415706	chr1	21377359	21415706	2	2_0_2	187	0.021	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1121:9140:10721,K00302:154:HGK25BBXY:1:2118:26027:26687,
chr1:21377359|21437876	chr1	21377359	21437876	4	2_1_2	120	0.062	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:1218:25773:8910,K00302:154:HGK25BBXY:1:1111:25905:13113,K00302:154:HGK25BBXY:1:1103:1590:4813,K00302:154:HGK25BBXY:1:2119:6776:27584,
chr1:22041882|22048257	chr1	22041882	22048257	5	1_2_3	65	0.133	exon	ENSG00000090686.15_2,	-	K00302:154:HGK25BBXY:1:1219:25641:14484,K00302:154:HGK25BBXY:1:2223:15514:9983,K00302:154:HGK25BBXY:1:2115:11069:20674,K00302:154:HGK25BBXY:1:2115:11393:20779,K00302:154:HGK25BBXY:1:2104:5589:9526,
chr1:22404922|22413359	chr1	22404922	22413359	2	2_2_0	38	0.095	exon	ENSG00000070831.16_6,	+	K00302:154:HGK25BBXY:1:1222:4005:32455,K00302:154:HGK25BBXY:1:2109:27732:22819,
chr1:23356962|23370979	chr1	23356962	23370979	4	2_0_2	45	0.151	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:1:1204:3742:40473,K00302:154:HGK25BBXY:1:1204:3731:40491,K00302:154:HGK25BBXY:1:1121:16508:39383,K00302:154:HGK25BBXY:1:2222:17391:10950,
chr1:23356962|23377013	chr1	23356962	23377013	6	5_5_0	47	0.203	exon	ENSG00000004487.16_5,	+	K00302:154:HGK25BBXY:1:2124:10348:33527,K00302:154:HGK25BBXY:1:2126:18548:15909,K00302:154:HGK25BBXY:1:2126:18467:15979,K00302:154:HGK25BBXY:1:1101:15737:47366,K00302:154:HGK25BBXY:1:1106:12418:43726,K00302:154:HGK25BBXY:1:2224:15412:16524,
chr1:24140680|24147083	chr1	24140680	24147083	3	3_2_0	37	0.140	exon	ENSG00000117305.15_4,	-	K00302:154:HGK25BBXY:1:2123:14438:42337,K00302:154:HGK25BBXY:1:2205:15585:48790,K00302:154:HGK25BBXY:1:1119:6096:5200,
chr1:24993306|24996806	chr1	24993306	24996806	2	2_2_0	39	0.093	exon	ENSG00000133226.17_6,	+	K00302:154:HGK25BBXY:1:2105:23480:22098,K00302:154:HGK25BBXY:1:2106:29000:15416,
chr1:26772807|26774151	chr1	26772807	26774151	2	2_1_1	33	0.108	exon	ENSG00000117682.17_3,	+	K00302:154:HGK25BBXY:1:1207:15351:14062,K00302:154:HGK25BBXY:1:1207:8674:20217,
