circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	5	1_3_2	9	0.526	exon	ENSG00000230092.7_5,	-	K00302:154:HGK25BBXY:1:1118:10906:28762,K00302:154:HGK25BBXY:1:1212:8907:48755,K00302:154:HGK25BBXY:1:1222:12530:45783,K00302:154:HGK25BBXY:1:2203:3884:43744,K00302:154:HGK25BBXY:1:1106:29670:14185,
chr1:1158624|1159348	chr1	1158624	1159348	2	2_2_0	36	0.100	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:1:1220:31588:27848,K00302:154:HGK25BBXY:1:1121:4716:33088,
chr1:1747195|1770677	chr1	1747195	1770677	6	4_2_6	134	0.082	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:1:1218:6827:39945,K00302:154:HGK25BBXY:1:2226:8897:5833,K00302:154:HGK25BBXY:1:1225:7019:23540,K00302:154:HGK25BBXY:1:2214:13372:13869,K00302:154:HGK25BBXY:1:2206:18984:5974,K00302:154:HGK25BBXY:1:2101:10855:33387,
chr1:1747195|1784736	chr1	1747195	1784736	3	2_2_0	88	0.064	intron	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:1:2111:25124:29061,K00302:154:HGK25BBXY:1:2111:25185:29202,K00302:154:HGK25BBXY:1:1113:27417:39928,
chr1:6867043|6885270	chr1	6867043	6885270	2	2_2_0	92	0.042	exon	ENSG00000171735.19_4,	+	K00302:154:HGK25BBXY:1:1202:2747:16594,K00302:154:HGK25BBXY:1:2206:11454:26898,
chr1:7837220|7838229	chr1	7837220	7838229	2	2_1_0	105	0.037	exon	ENSG00000049245.13_4,	+	K00302:154:HGK25BBXY:1:2219:12459:43163,K00302:154:HGK25BBXY:1:2209:12672:5446,
chr1:8555123|8617582	chr1	8555123	8617582	2	1_1_1	70	0.054	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2105:8400:5007,K00302:154:HGK25BBXY:1:2116:6918:31136,
chr1:8555123|8674745	chr1	8555123	8674745	2	2_2_0	68	0.056	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2110:23703:30468,K00302:154:HGK25BBXY:1:2227:10642:40543,
chr1:8601273|8617582	chr1	8601273	8617582	5	2_5_2	101	0.090	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1218:10642:46662,K00302:154:HGK25BBXY:1:1220:6025:41651,K00302:154:HGK25BBXY:1:1103:5355:37607,K00302:154:HGK25BBXY:1:1118:23399:35848,K00302:154:HGK25BBXY:1:2219:7821:7591,
chr1:8674620|8684439	chr1	8674620	8684439	3	3_2_1	70	0.079	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1217:25459:26054,K00302:154:HGK25BBXY:1:1205:24211:8312,K00302:154:HGK25BBXY:1:2124:22211:19795,
chr1:9991949|9994918	chr1	9991949	9994918	4	1_2_2	116	0.065	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:1:1215:25733:21957,K00302:154:HGK25BBXY:1:2221:29802:44588,K00302:154:HGK25BBXY:1:2216:14955:44218,K00302:154:HGK25BBXY:1:2208:12489:8611,
chr1:9991949|9995685	chr1	9991949	9995685	2	1_2_1	102	0.038	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:1:2125:12499:41686,K00302:154:HGK25BBXY:1:1107:21085:4409,
chr1:10195046|10197263	chr1	10195046	10197263	3	1_2_0	64	0.086	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:1:2107:27722:8172,K00302:154:HGK25BBXY:1:2113:21887:23839,K00302:154:HGK25BBXY:1:2107:28351:8523,
chr1:12335882|12338095	chr1	12335882	12338095	2	1_2_0	100	0.038	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:1:2111:1529:36745,K00302:154:HGK25BBXY:1:1101:12449:31822,
chr1:14042036|14068652	chr1	14042036	14068652	2	1_1_1	11	0.267	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2107:25428:21676,K00302:154:HGK25BBXY:1:1104:29224:29413,
chr1:14057495|14068652	chr1	14057495	14068652	4	3_3_0	12	0.400	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:1:2122:18791:48614,K00302:154:HGK25BBXY:1:2122:18680:48913,K00302:154:HGK25BBXY:1:2208:20131:12779,K00302:154:HGK25BBXY:1:1109:7395:9069,
chr1:16632298|16641930	chr1	16632298	16641930	2	2_2_0	74	0.051	exon	ENSG00000037637.11_4,	-	K00302:154:HGK25BBXY:1:2215:25804:22713,K00302:154:HGK25BBXY:1:2103:8176:32508,
chr1:16891302|16893846	chr1	16891302	16893846	60	39_5_3	53	0.694	exon	ENSG00000219481.10_3,	-	K00302:154:HGK25BBXY:1:1215:29924:16876,K00302:154:HGK25BBXY:1:2204:1671:13851,K00302:154:HGK25BBXY:1:2110:26058:20304,K00302:154:HGK25BBXY:1:2114:2534:44816,K00302:154:HGK25BBXY:1:2115:30097:20023,K00302:154:HGK25BBXY:1:2115:9912:25281,K00302:154:HGK25BBXY:1:2115:27245:39031,K00302:154:HGK25BBXY:1:1210:8268:26863,K00302:154:HGK25BBXY:1:1211:13920:17526,K00302:154:HGK25BBXY:1:1212:27559:30468,K00302:154:HGK25BBXY:1:1214:22597:20498,K00302:154:HGK25BBXY:1:1216:29234:4673,K00302:154:HGK25BBXY:1:1218:19938:15715,K00302:154:HGK25BBXY:1:1205:5071:45906,K00302:154:HGK25BBXY:1:1207:30066:34143,K00302:154:HGK25BBXY:1:2120:11992:9789,K00302:154:HGK25BBXY:1:2123:27702:7187,K00302:154:HGK25BBXY:1:2123:14448:8699,K00302:154:HGK25BBXY:1:2124:14448:34934,K00302:154:HGK25BBXY:1:2124:16062:48175,K00302:154:HGK25BBXY:1:2127:16204:39840,K00302:154:HGK25BBXY:1:2128:25712:32894,K00302:154:HGK25BBXY:1:2224:20354:43480,K00302:154:HGK25BBXY:1:2225:24180:24401,K00302:154:HGK25BBXY:1:2226:25195:25246,K00302:154:HGK25BBXY:1:2226:13372:40455,K00302:154:HGK25BBXY:1:2228:4442:17913,K00302:154:HGK25BBXY:1:1220:23977:29958,K00302:154:HGK25BBXY:1:1221:11048:9561,K00302:154:HGK25BBXY:1:1225:24170:11513,K00302:154:HGK25BBXY:1:1226:11058:12216,K00302:154:HGK25BBXY:1:1226:31649:15539,K00302:154:HGK25BBXY:1:1226:1671:38750,K00302:154:HGK25BBXY:1:2211:29883:7486,K00302:154:HGK25BBXY:1:2214:14925:26828,K00302:154:HGK25BBXY:1:2214:6157:30802,K00302:154:HGK25BBXY:1:2216:22617:4778,K00302:154:HGK25BBXY:1:2218:26504:28956,K00302:154:HGK25BBXY:1:2202:13271:40280,K00302:154:HGK25BBXY:1:2203:29356:6536,K00302:154:HGK25BBXY:1:2203:15960:45643,K00302:154:HGK25BBXY:1:2203:18111:46029,K00302:154:HGK25BBXY:1:2204:1783:14537,K00302:154:HGK25BBXY:1:2204:1864:14572,K00302:154:HGK25BBXY:1:2205:11475:7240,K00302:154:HGK25BBXY:1:2207:17320:38855,K00302:154:HGK25BBXY:1:2210:22567:17315,K00302:154:HGK25BBXY:1:1121:9181:29325,K00302:154:HGK25BBXY:1:1123:23317:23294,K00302:154:HGK25BBXY:1:1104:6624:19232,K00302:154:HGK25BBXY:1:1105:23480:13095,K00302:154:HGK25BBXY:1:1105:12510:15504,K00302:154:HGK25BBXY:1:1106:29975:41088,K00302:154:HGK25BBXY:1:1109:8877:19830,K00302:154:HGK25BBXY:1:1110:31000:3125,K00302:154:HGK25BBXY:1:1111:23490:11425,K00302:154:HGK25BBXY:1:1113:23196:14889,K00302:154:HGK25BBXY:1:1114:16001:47155,K00302:154:HGK25BBXY:1:2106:31690:5376,K00302:154:HGK25BBXY:1:2109:30279:44711,
chr1:16902762|16914292	chr1	16902762	16914292	2	2_1_0	17	0.190	exon	ENSG00000219481.10_3,	-	K00302:154:HGK25BBXY:1:1223:2260:16032,K00302:154:HGK25BBXY:1:1125:16021:19513,
chr1:21083659|21100103	chr1	21083659	21100103	2	1_2_1	426	0.009	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:1:2215:15930:14010,K00302:154:HGK25BBXY:1:2104:24342:46662,
chr1:21231376|21268823	chr1	21231376	21268823	2	1_2_0	173	0.023	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2103:16853:7943,K00302:154:HGK25BBXY:1:2112:25652:34125,
chr1:21295967|21307720	chr1	21295967	21307720	4	4_4_0	129	0.058	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2118:29975:5183,K00302:154:HGK25BBXY:1:2211:1529:15750,K00302:154:HGK25BBXY:1:1116:8724:32754,K00302:154:HGK25BBXY:1:2106:12144:18775,
chr1:21295967|21329301	chr1	21295967	21329301	5	3_4_0	142	0.066	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2215:25093:37378,K00302:154:HGK25BBXY:1:1128:28615:19249,K00302:154:HGK25BBXY:1:2104:22830:27303,K00302:154:HGK25BBXY:1:2104:22404:27338,K00302:154:HGK25BBXY:1:1217:6816:22520,
chr1:21306827|21329301	chr1	21306827	21329301	2	1_1_1	191	0.021	exon	ENSG00000075151.20_3,	-	K00302:154:HGK25BBXY:1:2125:18152:18107,K00302:154:HGK25BBXY:1:1219:31121:45115,
