circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1601103|1666274	chr1	1601103	1666274	3	3_3_0	7	0.462	intergenic_region	n/a	-	K00302:154:HGK25BBXY:1:1217:8978:4180,K00302:154:HGK25BBXY:1:1225:3965:11847,K00302:154:HGK25BBXY:1:1226:2412:1420,
chr1:1735858|1749314	chr1	1735858	1749314	3	2_2_1	296	0.020	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:1:2214:15067:43040,K00302:154:HGK25BBXY:1:1108:6816:5605,K00302:154:HGK25BBXY:1:2205:25763:39559,
chr1:7837220|7838229	chr1	7837220	7838229	9	8_4_4	168	0.097	exon	ENSG00000049245.13_4,	+	K00302:154:HGK25BBXY:1:2113:31862:42460,K00302:154:HGK25BBXY:1:2113:31984:42495,K00302:154:HGK25BBXY:1:1208:3437:38117,K00302:154:HGK25BBXY:1:2124:3275:13113,K00302:154:HGK25BBXY:1:2217:19776:12761,K00302:154:HGK25BBXY:1:1217:19928:5640,K00302:154:HGK25BBXY:1:1220:21958:9156,K00302:154:HGK25BBXY:1:1222:29072:41036,K00302:154:HGK25BBXY:1:2206:23094:7082,
chr1:8568686|8617582	chr1	8568686	8617582	2	2_1_1	77	0.049	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2125:31406:40332,K00302:154:HGK25BBXY:1:1125:28371:5077,
chr1:8601273|8617582	chr1	8601273	8617582	2	1_1_1	57	0.066	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1105:23886:42249,K00302:154:HGK25BBXY:1:1203:4026:32806,
chr1:8716032|8716500	chr1	8716032	8716500	3	1_2_0	46	0.115	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:1118:31781:23610,K00302:154:HGK25BBXY:1:1102:26808:9473,K00302:154:HGK25BBXY:1:1102:27803:10106,
chr1:9991949|9994918	chr1	9991949	9994918	10	5_6_4	82	0.196	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:1:2111:13291:35110,K00302:154:HGK25BBXY:1:1202:9800:48579,K00302:154:HGK25BBXY:1:1116:30878:2070,K00302:154:HGK25BBXY:1:1102:17868:23065,K00302:154:HGK25BBXY:1:2103:28341:43533,K00302:154:HGK25BBXY:1:2105:19695:36534,K00302:154:HGK25BBXY:1:1106:6005:1666,K00302:154:HGK25BBXY:1:1120:29173:45854,K00302:154:HGK25BBXY:1:1120:29021:46012,K00302:154:HGK25BBXY:1:1120:29031:46029,
chr1:9991949|9995685	chr1	9991949	9995685	2	0_1_2	79	0.048	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:1:1123:15788:27830,K00302:154:HGK25BBXY:1:2224:13474:11407,
chr1:10195046|10197263	chr1	10195046	10197263	2	2_2_0	45	0.082	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:1:2212:2909:1894,K00302:154:HGK25BBXY:1:2212:4026:5517,
chr1:10380101|10436734	chr1	10380101	10436734	2	0_2_1	158	0.025	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:1:2219:29447:38908,K00302:154:HGK25BBXY:1:1119:22384:47172,
