circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	3	3_3_0	142	0.041	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:2:1104:5223:39770,K00302:154:HGK25BBXY:2:1105:19360:25755,K00302:154:HGK25BBXY:2:1106:11444:47383,
chr1:1430865|1464711	chr1	1430865	1464711	3	2_2_0	2	0.750	intergenic_region	n/a	+	K00302:154:HGK25BBXY:2:2214:26189:19724,K00302:154:HGK25BBXY:2:2214:26118:19988,K00302:154:HGK25BBXY:2:2214:26271:20041,
chr1:1735858|1749314	chr1	1735858	1749314	4	4_0_3	459	0.017	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:2204:20364:10792,K00302:154:HGK25BBXY:2:1104:22455:23909,K00302:154:HGK25BBXY:2:2126:21420:18353,K00302:154:HGK25BBXY:2:1217:30939:49054,
chr1:7837220|7838229	chr1	7837220	7838229	2	2_1_1	116	0.033	exon	ENSG00000049245.13_4,	+	K00302:154:HGK25BBXY:2:2126:26687:5710,K00302:154:HGK25BBXY:2:2117:20283:35128,
chr1:8525985|8617582	chr1	8525985	8617582	2	2_2_0	113	0.034	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1225:14529:32965,K00302:154:HGK25BBXY:2:1221:14022:34618,
chr1:8555123|8617582	chr1	8555123	8617582	7	3_3_5	151	0.085	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2201:5609:38574,K00302:154:HGK25BBXY:2:1205:7669:9754,K00302:154:HGK25BBXY:2:1103:22556:46698,K00302:154:HGK25BBXY:2:1121:16133:26881,K00302:154:HGK25BBXY:2:1210:23155:35497,K00302:154:HGK25BBXY:2:1204:26342:25931,K00302:154:HGK25BBXY:2:1122:30563:45027,
chr1:8555123|8674745	chr1	8555123	8674745	5	4_5_1	133	0.070	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1206:27641:14889,K00302:154:HGK25BBXY:2:2106:19197:25966,K00302:154:HGK25BBXY:2:2122:29305:6976,K00302:154:HGK25BBXY:2:2124:29904:32982,K00302:154:HGK25BBXY:2:1128:10358:34600,
chr1:8601273|8617582	chr1	8601273	8617582	9	6_6_2	134	0.118	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2201:9496:43761,K00302:154:HGK25BBXY:2:2203:21115:18282,K00302:154:HGK25BBXY:2:2204:24586:25562,K00302:154:HGK25BBXY:2:2109:25976:39189,K00302:154:HGK25BBXY:2:2109:25966:39207,K00302:154:HGK25BBXY:2:1221:15767:17350,K00302:154:HGK25BBXY:2:1224:14763:37554,K00302:154:HGK25BBXY:2:2119:4320:39260,K00302:154:HGK25BBXY:2:2105:19045:12198,
chr1:8601273|8674745	chr1	8601273	8674745	8	6_5_0	116	0.121	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1104:9790:34143,K00302:154:HGK25BBXY:2:1104:10358:34917,K00302:154:HGK25BBXY:2:2122:21115:4462,K00302:154:HGK25BBXY:2:2122:21349:4549,K00302:154:HGK25BBXY:2:2123:15026:14344,K00302:154:HGK25BBXY:2:2224:10764:23276,K00302:154:HGK25BBXY:2:1108:10307:36200,K00302:154:HGK25BBXY:2:1223:13555:19038,
chr1:8674620|8716500	chr1	8674620	8716500	3	1_3_0	67	0.082	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2122:24322:4251,K00302:154:HGK25BBXY:2:1215:18162:32719,K00302:154:HGK25BBXY:2:2121:21765:35550,
