circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	6	3_4_2	11	0.522	exon	ENSG00000230092.7_5,	-	K00302:154:HGK25BBXY:1:2116:30584:21606,K00302:154:HGK25BBXY:1:2216:11840:15785,K00302:154:HGK25BBXY:1:1209:11911:16506,K00302:154:HGK25BBXY:1:1223:21531:38838,K00302:154:HGK25BBXY:1:1106:4756:26160,K00302:154:HGK25BBXY:1:1118:18599:26512,
chr1:1158624|1159348	chr1	1158624	1159348	7	6_7_0	97	0.126	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:1:1128:28544:29114,K00302:154:HGK25BBXY:1:2102:15432:29501,K00302:154:HGK25BBXY:1:2215:16467:41458,K00302:154:HGK25BBXY:1:1215:9445:44834,K00302:154:HGK25BBXY:1:1203:28199:24718,K00302:154:HGK25BBXY:1:2226:3782:22960,K00302:154:HGK25BBXY:1:1111:21115:36991,
chr1:1417925|1455686	chr1	1417925	1455686	2	1_2_1	6	0.400	intergenic_region	n/a	+	K00302:154:HGK25BBXY:1:1227:28818:18722,K00302:154:HGK25BBXY:1:1228:11079:28815,
chr1:1572443|1635434	chr1	1572443	1635434	2	1_2_0	2	0.667	intergenic_region	n/a	-	K00302:154:HGK25BBXY:1:2117:15656:29747,K00302:154:HGK25BBXY:1:1106:25022:6519,
chr1:1747195|1756938	chr1	1747195	1756938	4	4_4_0	502	0.016	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:1:2116:3894:11442,K00302:154:HGK25BBXY:1:1212:3234:43814,K00302:154:HGK25BBXY:1:1215:5041:26512,K00302:154:HGK25BBXY:1:1206:17503:14977,
chr1:1747195|1770677	chr1	1747195	1770677	5	3_2_3	367	0.027	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:1:1122:16031:33000,K00302:154:HGK25BBXY:1:1201:24393:26951,K00302:154:HGK25BBXY:1:1115:2260:33862,K00302:154:HGK25BBXY:1:1115:1509:34284,K00302:154:HGK25BBXY:1:2122:13971:40895,
chr1:6867043|6885270	chr1	6867043	6885270	3	3_3_0	107	0.053	exon	ENSG00000171735.19_4,	+	K00302:154:HGK25BBXY:1:2107:18781:45572,K00302:154:HGK25BBXY:1:2211:3792:44746,K00302:154:HGK25BBXY:1:2218:3610:19355,
chr1:7837220|7838229	chr1	7837220	7838229	7	6_3_3	163	0.079	exon	ENSG00000049245.13_4,	+	K00302:154:HGK25BBXY:1:1121:27600:3846,K00302:154:HGK25BBXY:1:1223:20659:44711,K00302:154:HGK25BBXY:1:2208:26758:19689,K00302:154:HGK25BBXY:1:2209:25652:15627,K00302:154:HGK25BBXY:1:1113:23876:19478,K00302:154:HGK25BBXY:1:2125:28148:7785,K00302:154:HGK25BBXY:1:2221:16031:31453,
chr1:7895822|7897209	chr1	7895822	7897209	3	3_3_0	15	0.286	exon	ENSG00000049246.14_2,	+	K00302:154:HGK25BBXY:1:1120:6096:18529,K00302:154:HGK25BBXY:1:1212:30898:35901,K00302:154:HGK25BBXY:1:1210:23723:4690,
chr1:8525985|8674745	chr1	8525985	8674745	2	1_1_1	67	0.056	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:1:2208:8471:36253,K00302:154:HGK25BBXY:1:1210:3457:43322,
