circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	10	2_5_2	14	0.588	exon	ENSG00000230092.7_5,	-	K00302:154:HGK25BBXY:1:1202:8704:24700,K00302:154:HGK25BBXY:1:2106:1651:22960,K00302:154:HGK25BBXY:1:1208:7121:12357,K00302:154:HGK25BBXY:1:1121:22394:33756,K00302:154:HGK25BBXY:1:2214:10754:26705,K00302:154:HGK25BBXY:1:2223:1347:40614,K00302:154:HGK25BBXY:1:2210:28199:37624,K00302:154:HGK25BBXY:1:2123:31812:40825,K00302:154:HGK25BBXY:1:2123:31812:40895,K00302:154:HGK25BBXY:1:2126:32025:37396,
chr1:1158624|1159348	chr1	1158624	1159348	15	12_12_1	74	0.288	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:1:1206:28168:7996,K00302:154:HGK25BBXY:1:2220:29853:24138,K00302:154:HGK25BBXY:1:2201:12601:5886,K00302:154:HGK25BBXY:1:1211:17695:3319,K00302:154:HGK25BBXY:1:1212:2859:37923,K00302:154:HGK25BBXY:1:1213:8694:10651,K00302:154:HGK25BBXY:1:1224:10998:14607,K00302:154:HGK25BBXY:1:2226:13464:45010,K00302:154:HGK25BBXY:1:1124:9567:46662,K00302:154:HGK25BBXY:1:1226:25733:47559,K00302:154:HGK25BBXY:1:2101:27691:5587,K00302:154:HGK25BBXY:1:2102:14955:25087,K00302:154:HGK25BBXY:1:2125:6248:11688,K00302:154:HGK25BBXY:1:2126:20435:22239,K00302:154:HGK25BBXY:1:1115:23703:11196,
chr1:1601103|1666274	chr1	1601103	1666274	3	3_3_0	5	0.545	intergenic_region	n/a	-	K00302:154:HGK25BBXY:1:2216:11677:22784,K00302:154:HGK25BBXY:1:2218:28960:28428,K00302:154:HGK25BBXY:1:2115:18609:47067,
chr1:1747195|1756938	chr1	1747195	1756938	3	0_2_3	462	0.013	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:1:2218:18670:3776,K00302:154:HGK25BBXY:1:2212:16488:35444,K00302:154:HGK25BBXY:1:1223:14600:48350,
chr1:1747195|1770677	chr1	1747195	1770677	3	2_1_3	327	0.018	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:1:1201:29396:15785,K00302:154:HGK25BBXY:1:2106:9323:22502,K00302:154:HGK25BBXY:1:2109:21004:10809,
chr1:6021854|6046292	chr1	6021854	6046292	2	2_1_1	15	0.211	exon	ENSG00000131697.18_5,	-	K00302:154:HGK25BBXY:1:1209:20872:34459,K00302:154:HGK25BBXY:1:2218:3549:47102,
chr1:6181165|6181633	chr1	6181165	6181633	3	3_1_2	34	0.150	exon	ENSG00000116254.18_4,	-	K00302:154:HGK25BBXY:1:1122:2666:39101,K00302:154:HGK25BBXY:1:2205:15483:39154,K00302:154:HGK25BBXY:1:2122:5528:26125,
chr1:6592028|6601987	chr1	6592028	6601987	3	2_1_1	49	0.109	exon	ENSG00000162408.11_3,	-	K00302:154:HGK25BBXY:1:2107:25266:9508,K00302:154:HGK25BBXY:1:2108:4178:4866,K00302:154:HGK25BBXY:1:2120:12094:7996,
chr1:6727769|6741097	chr1	6727769	6741097	2	1_2_1	90	0.043	exon	ENSG00000007923.16_4,	-	K00302:154:HGK25BBXY:1:1204:20375:43796,K00302:154:HGK25BBXY:1:1208:21958:7433,
chr1:6867043|6885270	chr1	6867043	6885270	2	1_1_1	82	0.047	exon	ENSG00000171735.19_4,	+	K00302:154:HGK25BBXY:1:2124:15057:44851,K00302:154:HGK25BBXY:1:1205:20395:29518,
