circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	4	1_4_0	8	0.500	exon	ENSG00000230092.7_5,	-	K00302:116:H3TF5BBXY:5:1221:28006:36657,K00302:116:H3TF5BBXY:5:1224:19004:33615,K00302:116:H3TF5BBXY:5:2126:11454:35620,K00302:116:H3TF5BBXY:5:2104:30726:40491,
chr1:1158624|1159348	chr1	1158624	1159348	2	1_2_0	36	0.100	exon	ENSG00000078808.16_3,	-	K00302:116:H3TF5BBXY:5:2126:23977:20674,K00302:116:H3TF5BBXY:5:2202:27813:34952,
chr1:7837220|7838229	chr1	7837220	7838229	6	6_4_0	59	0.169	exon	ENSG00000049245.13_4,	+	K00302:116:H3TF5BBXY:5:1213:19603:11231,K00302:116:H3TF5BBXY:5:1215:12094:17702,K00302:116:H3TF5BBXY:5:2127:12773:29993,K00302:116:H3TF5BBXY:5:1116:3011:32912,K00302:116:H3TF5BBXY:5:2221:7618:23346,K00302:116:H3TF5BBXY:5:1206:20649:7029,
chr1:8555123|8674745	chr1	8555123	8674745	4	2_2_0	13	0.381	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:1210:3204:13763,K00302:116:H3TF5BBXY:5:2221:4117:37888,K00302:116:H3TF5BBXY:5:1121:9059:37027,K00302:116:H3TF5BBXY:5:1121:9049:37114,
chr1:8568686|8617582	chr1	8568686	8617582	2	1_2_1	48	0.077	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:1211:26027:42618,K00302:116:H3TF5BBXY:5:2106:14834:16014,
chr1:8601273|8617582	chr1	8601273	8617582	15	7_8_0	43	0.411	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:2205:19827:20586,K00302:116:H3TF5BBXY:5:2105:26220:35075,K00302:116:H3TF5BBXY:5:2109:7192:23839,K00302:116:H3TF5BBXY:5:1122:4361:8840,K00302:116:H3TF5BBXY:5:1122:4371:8857,K00302:116:H3TF5BBXY:5:1112:9211:9578,K00302:116:H3TF5BBXY:5:1112:9435:9825,K00302:116:H3TF5BBXY:5:1214:29183:13060,K00302:116:H3TF5BBXY:5:1228:5386:37906,K00302:116:H3TF5BBXY:5:1228:6035:38046,K00302:116:H3TF5BBXY:5:2202:3234:15082,K00302:116:H3TF5BBXY:5:2105:23246:29325,K00302:116:H3TF5BBXY:5:2110:3640:45748,K00302:116:H3TF5BBXY:5:1124:27833:37202,K00302:116:H3TF5BBXY:5:1207:13149:4655,
chr1:8601273|8674745	chr1	8601273	8674745	4	2_3_1	27	0.229	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:2121:24160:41423,K00302:116:H3TF5BBXY:5:1204:20649:23241,K00302:116:H3TF5BBXY:5:2104:11089:22116,K00302:116:H3TF5BBXY:5:1207:24576:25931,
chr1:8716032|8716500	chr1	8716032	8716500	3	1_2_0	24	0.200	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:2107:32349:11829,K00302:116:H3TF5BBXY:5:1101:16264:42196,K00302:116:H3TF5BBXY:5:2211:18781:20181,
chr1:9991949|9994918	chr1	9991949	9994918	2	1_2_0	39	0.093	exon	ENSG00000162441.12_3,	-	K00302:116:H3TF5BBXY:5:1117:24444:18212,K00302:116:H3TF5BBXY:5:2211:10673:45625,
chr1:10155519|10165802	chr1	10155519	10165802	2	2_2_0	25	0.138	exon	ENSG00000130939.19_4,	+	K00302:116:H3TF5BBXY:5:1216:16681:25193,K00302:116:H3TF5BBXY:5:2107:20364:28762,
