circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	4	1_3_0	2	0.800	exon	ENSG00000230092.7_5,	-	K00302:179:HHYC5BBXY:1:2204:24647:17122,K00302:179:HHYC5BBXY:1:1204:23196:17421,K00302:179:HHYC5BBXY:1:2101:11556:33967,K00302:179:HHYC5BBXY:1:2211:18355:29852,
chr1:1158624|1159348	chr1	1158624	1159348	12	8_9_0	95	0.202	exon	ENSG00000078808.16_3,	-	K00302:179:HHYC5BBXY:1:2202:18609:5569,K00302:179:HHYC5BBXY:1:1114:8877:22995,K00302:179:HHYC5BBXY:1:1117:8948:34582,K00302:179:HHYC5BBXY:1:1103:7263:13552,K00302:179:HHYC5BBXY:1:2106:6969:38398,K00302:179:HHYC5BBXY:1:2106:6816:39295,K00302:179:HHYC5BBXY:1:1215:32583:7802,K00302:179:HHYC5BBXY:1:1109:5639:40596,K00302:179:HHYC5BBXY:1:2219:4178:10528,K00302:179:HHYC5BBXY:1:1206:20628:39559,K00302:179:HHYC5BBXY:1:1104:3924:38046,K00302:179:HHYC5BBXY:1:2108:4107:7134,
chr1:1666129|1671143	chr1	1666129	1671143	3	2_3_0	30	0.167	exon	ENSG00000215790.7_5,	-	K00302:179:HHYC5BBXY:1:2210:17107:19953,K00302:179:HHYC5BBXY:1:2109:17472:40104,K00302:179:HHYC5BBXY:1:2105:10297:28164,
chr1:1747195|1756938	chr1	1747195	1756938	4	2_2_0	437	0.018	exon	ENSG00000078369.18_3,	-	K00302:179:HHYC5BBXY:1:2116:9313:25333,K00302:179:HHYC5BBXY:1:1116:9140:24472,K00302:179:HHYC5BBXY:1:1116:8745:24841,K00302:179:HHYC5BBXY:1:1105:1742:47348,
chr1:1747195|1770677	chr1	1747195	1770677	5	3_3_2	333	0.029	exon	ENSG00000078369.18_3,	-	K00302:179:HHYC5BBXY:1:1223:3183:16717,K00302:179:HHYC5BBXY:1:2208:29975:36376,K00302:179:HHYC5BBXY:1:1105:32715:7890,K00302:179:HHYC5BBXY:1:1211:30594:41387,K00302:179:HHYC5BBXY:1:2215:28483:39734,
chr1:5987709|6022009	chr1	5987709	6022009	2	2_2_0	19	0.174	exon	ENSG00000131697.18_5,	-	K00302:179:HHYC5BBXY:1:1114:28787:44834,K00302:179:HHYC5BBXY:1:2207:19867:16436,
chr1:6021854|6046387	chr1	6021854	6046387	3	2_2_0	7	0.462	exon	ENSG00000131697.18_5,	-	K00302:179:HHYC5BBXY:1:2117:15037:6624,K00302:179:HHYC5BBXY:1:2117:14275:6818,K00302:179:HHYC5BBXY:1:2216:1641:7222,
chr1:6867043|6885270	chr1	6867043	6885270	7	3_3_0	62	0.184	exon	ENSG00000171735.19_4,	+	K00302:179:HHYC5BBXY:1:1212:1854:13394,K00302:179:HHYC5BBXY:1:2116:32004:2967,K00302:179:HHYC5BBXY:1:1115:30462:48227,K00302:179:HHYC5BBXY:1:2102:23987:26635,K00302:179:HHYC5BBXY:1:1201:12317:16120,K00302:179:HHYC5BBXY:1:2208:16853:40649,K00302:179:HHYC5BBXY:1:2213:21704:34354,
chr1:7837220|7838229	chr1	7837220	7838229	4	4_2_1	55	0.127	exon	ENSG00000049245.13_4,	+	K00302:179:HHYC5BBXY:1:2216:28696:29729,K00302:179:HHYC5BBXY:1:1207:23703:1631,K00302:179:HHYC5BBXY:1:2119:13372:28393,K00302:179:HHYC5BBXY:1:1103:29011:24753,
chr1:7895822|7897209	chr1	7895822	7897209	3	1_2_0	40	0.130	exon	ENSG00000049246.14_2,	+	K00302:179:HHYC5BBXY:1:2211:9049:26248,K00302:179:HHYC5BBXY:1:2211:9871:27320,K00302:179:HHYC5BBXY:1:2227:4827:48192,
chr1:8525985|8601377	chr1	8525985	8601377	2	1_2_0	180	0.022	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2206:8714:39629,K00302:179:HHYC5BBXY:1:1109:18375:46909,
chr1:8525985|8617582	chr1	8525985	8617582	5	3_5_0	68	0.128	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1210:3721:20955,K00302:179:HHYC5BBXY:1:1127:8897:24788,K00302:179:HHYC5BBXY:1:1128:19806:19988,K00302:179:HHYC5BBXY:1:2122:24058:42267,K00302:179:HHYC5BBXY:1:1101:22313:24718,
chr1:8525985|8674745	chr1	8525985	8674745	9	4_5_0	30	0.375	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1120:7527:22731,K00302:179:HHYC5BBXY:1:1120:7669:22872,K00302:179:HHYC5BBXY:1:1103:8887:27654,K00302:179:HHYC5BBXY:1:1106:29061:19390,K00302:179:HHYC5BBXY:1:1212:26058:22204,K00302:179:HHYC5BBXY:1:1217:8450:11495,K00302:179:HHYC5BBXY:1:2217:25844:33088,K00302:179:HHYC5BBXY:1:1101:24119:30450,K00302:179:HHYC5BBXY:1:1101:24708:31400,
chr1:8555123|8568734	chr1	8555123	8568734	6	3_2_0	149	0.075	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2114:10886:19408,K00302:179:HHYC5BBXY:1:2114:12104:21658,K00302:179:HHYC5BBXY:1:1222:25601:9913,K00302:179:HHYC5BBXY:1:1104:9526:17931,K00302:179:HHYC5BBXY:1:2106:5832:17227,K00302:179:HHYC5BBXY:1:2106:8044:18212,
chr1:8555123|8601377	chr1	8555123	8601377	2	2_1_0	194	0.020	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2102:5974:43708,K00302:179:HHYC5BBXY:1:1109:25763:47084,
chr1:8555123|8674745	chr1	8555123	8674745	21	12_13_0	44	0.488	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2126:26200:26881,K00302:179:HHYC5BBXY:1:2202:27742:8523,K00302:179:HHYC5BBXY:1:1214:24708:25140,K00302:179:HHYC5BBXY:1:1110:16894:17368,K00302:179:HHYC5BBXY:1:1120:23825:31382,K00302:179:HHYC5BBXY:1:1120:23307:31857,K00302:179:HHYC5BBXY:1:2223:30888:17737,K00302:179:HHYC5BBXY:1:1226:12317:15451,K00302:179:HHYC5BBXY:1:1228:19603:20797,K00302:179:HHYC5BBXY:1:2119:21521:30415,K00302:179:HHYC5BBXY:1:1222:19025:37976,K00302:179:HHYC5BBXY:1:2206:15006:34354,K00302:179:HHYC5BBXY:1:2207:31872:20498,K00302:179:HHYC5BBXY:1:1107:17442:18986,K00302:179:HHYC5BBXY:1:2205:17107:6941,K00302:179:HHYC5BBXY:1:1213:8014:4655,K00302:179:HHYC5BBXY:1:2117:16538:1244,K00302:179:HHYC5BBXY:1:2118:5122:26898,K00302:179:HHYC5BBXY:1:2219:27773:19337,K00302:179:HHYC5BBXY:1:2206:14610:44359,K00302:179:HHYC5BBXY:1:2209:19278:6906,
chr1:8568686|8617582	chr1	8568686	8617582	19	9_15_3	134	0.221	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2202:8572:45221,K00302:179:HHYC5BBXY:1:2203:3336:39031,K00302:179:HHYC5BBXY:1:1216:18122:41968,K00302:179:HHYC5BBXY:1:1114:12845:1209,K00302:179:HHYC5BBXY:1:2113:12043:49159,K00302:179:HHYC5BBXY:1:2223:7710:25474,K00302:179:HHYC5BBXY:1:2228:16792:26547,K00302:179:HHYC5BBXY:1:1205:23794:24050,K00302:179:HHYC5BBXY:1:1207:18355:21940,K00302:179:HHYC5BBXY:1:2104:3447:18335,K00302:179:HHYC5BBXY:1:2125:12702:1103,K00302:179:HHYC5BBXY:1:2125:12307:1261,K00302:179:HHYC5BBXY:1:1224:16295:26705,K00302:179:HHYC5BBXY:1:2207:32441:24261,K00302:179:HHYC5BBXY:1:1126:4432:41598,K00302:179:HHYC5BBXY:1:2214:31375:47243,K00302:179:HHYC5BBXY:1:1204:30442:41018,K00302:179:HHYC5BBXY:1:1217:16336:46680,K00302:179:HHYC5BBXY:1:2210:7476:11741,
chr1:8568686|8674745	chr1	8568686	8674745	2	2_2_0	96	0.040	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1214:23064:17298,K00302:179:HHYC5BBXY:1:2122:10561:5130,
chr1:8601273|8617582	chr1	8601273	8617582	49	23_25_1	138	0.415	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2202:18832:21500,K00302:179:HHYC5BBXY:1:1212:7588:12568,K00302:179:HHYC5BBXY:1:1213:23013:4057,K00302:179:HHYC5BBXY:1:1215:26981:7767,K00302:179:HHYC5BBXY:1:1111:5944:7468,K00302:179:HHYC5BBXY:1:1113:18852:30573,K00302:179:HHYC5BBXY:1:1128:7162:17139,K00302:179:HHYC5BBXY:1:2113:27174:27479,K00302:179:HHYC5BBXY:1:1116:30157:25439,K00302:179:HHYC5BBXY:1:1117:21186:48544,K00302:179:HHYC5BBXY:1:2215:14133:27285,K00302:179:HHYC5BBXY:1:2215:29264:27971,K00302:179:HHYC5BBXY:1:2223:4188:37202,K00302:179:HHYC5BBXY:1:2224:13667:19548,K00302:179:HHYC5BBXY:1:2228:28483:44482,K00302:179:HHYC5BBXY:1:1208:25601:13675,K00302:179:HHYC5BBXY:1:1225:13433:37642,K00302:179:HHYC5BBXY:1:1226:1519:42706,K00302:179:HHYC5BBXY:1:2102:24748:3336,K00302:179:HHYC5BBXY:1:2102:24769:3407,K00302:179:HHYC5BBXY:1:2102:21998:45695,K00302:179:HHYC5BBXY:1:2103:19542:17597,K00302:179:HHYC5BBXY:1:2104:18670:6413,K00302:179:HHYC5BBXY:1:2120:15422:6413,K00302:179:HHYC5BBXY:1:1218:19065:15469,K00302:179:HHYC5BBXY:1:1222:4939:25210,K00302:179:HHYC5BBXY:1:1223:2443:9913,K00302:179:HHYC5BBXY:1:2206:31893:48737,K00302:179:HHYC5BBXY:1:2208:12560:23434,K00302:179:HHYC5BBXY:1:2208:22079:30538,K00302:179:HHYC5BBXY:1:2210:30147:38926,K00302:179:HHYC5BBXY:1:1102:4137:47876,K00302:179:HHYC5BBXY:1:1213:13037:35022,K00302:179:HHYC5BBXY:1:1214:26971:10739,K00302:179:HHYC5BBXY:1:1111:14458:35761,K00302:179:HHYC5BBXY:1:1111:13910:36675,K00302:179:HHYC5BBXY:1:1127:24911:48667,K00302:179:HHYC5BBXY:1:2113:10054:27145,K00302:179:HHYC5BBXY:1:2217:11079:41440,K00302:179:HHYC5BBXY:1:2219:11322:9403,K00302:179:HHYC5BBXY:1:2220:26433:35057,K00302:179:HHYC5BBXY:1:2225:11464:46786,K00302:179:HHYC5BBXY:1:1208:6563:6994,K00302:179:HHYC5BBXY:1:2123:18659:19056,K00302:179:HHYC5BBXY:1:1217:18923:35092,K00302:179:HHYC5BBXY:1:1218:17015:35550,K00302:179:HHYC5BBXY:1:1221:14560:11495,K00302:179:HHYC5BBXY:1:1102:17695:19320,K00302:179:HHYC5BBXY:1:1103:21369:24067,
chr1:8601273|8674745	chr1	8601273	8674745	25	15_15_1	100	0.333	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1214:8389:43884,K00302:179:HHYC5BBXY:1:1111:19624:31593,K00302:179:HHYC5BBXY:1:1113:15179:35954,K00302:179:HHYC5BBXY:1:1201:23957:23452,K00302:179:HHYC5BBXY:1:2118:9211:37712,K00302:179:HHYC5BBXY:1:1119:29132:19373,K00302:179:HHYC5BBXY:1:2218:1550:19267,K00302:179:HHYC5BBXY:1:2220:15788:14889,K00302:179:HHYC5BBXY:1:1226:7801:7134,K00302:179:HHYC5BBXY:1:2102:28158:16032,K00302:179:HHYC5BBXY:1:1222:19613:7345,K00302:179:HHYC5BBXY:1:2211:24505:44763,K00302:179:HHYC5BBXY:1:1101:29143:28745,K00302:179:HHYC5BBXY:1:1103:23338:14537,K00302:179:HHYC5BBXY:1:1104:23693:4286,K00302:179:HHYC5BBXY:1:1105:27945:30995,K00302:179:HHYC5BBXY:1:1116:9851:9702,K00302:179:HHYC5BBXY:1:2223:9069:40842,K00302:179:HHYC5BBXY:1:2227:4635:31611,K00302:179:HHYC5BBXY:1:1207:30391:31224,K00302:179:HHYC5BBXY:1:1227:5365:16067,K00302:179:HHYC5BBXY:1:2103:5325:13535,K00302:179:HHYC5BBXY:1:2209:3001:20129,K00302:179:HHYC5BBXY:1:2211:7933:10633,K00302:179:HHYC5BBXY:1:1107:2361:23276,
chr1:8716032|8716500	chr1	8716032	8716500	6	4_5_0	25	0.324	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2201:2219:40965,K00302:179:HHYC5BBXY:1:1210:28158:25316,K00302:179:HHYC5BBXY:1:2219:3062:27936,K00302:179:HHYC5BBXY:1:2104:19299:19707,K00302:179:HHYC5BBXY:1:2107:17675:27408,K00302:179:HHYC5BBXY:1:2204:17908:40297,
chr1:9991949|9995685	chr1	9991949	9995685	2	2_2_0	49	0.075	exon	ENSG00000162441.12_3,	-	K00302:179:HHYC5BBXY:1:1207:9516:45766,K00302:179:HHYC5BBXY:1:2120:21704:43849,
chr1:10032076|10041228	chr1	10032076	10041228	3	1_3_0	9	0.400	exon	ENSG00000173614.14_4,	+	K00302:179:HHYC5BBXY:1:2111:25986:25914,K00302:179:HHYC5BBXY:1:1108:18528:32683,K00302:179:HHYC5BBXY:1:1122:26413:11847,
chr1:10155519|10165802	chr1	10155519	10165802	4	4_2_0	34	0.190	exon	ENSG00000130939.19_4,	+	K00302:179:HHYC5BBXY:1:1128:27955:8611,K00302:179:HHYC5BBXY:1:1227:7598:33615,K00302:179:HHYC5BBXY:1:1108:30990:16260,K00302:179:HHYC5BBXY:1:2121:25976:21254,
chr1:10318551|10328321	chr1	10318551	10328321	2	1_2_0	310	0.013	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:2121:8197:20480,K00302:179:HHYC5BBXY:1:1106:32349:9895,
chr1:10335486|10342591	chr1	10335486	10342591	2	1_2_0	255	0.015	exon	ENSG00000054523.17_4,	+	K00302:179:HHYC5BBXY:1:2103:1722:22626,K00302:179:HHYC5BBXY:1:2213:14570:8805,
