circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1586823|1588948	chr1	1586823	1588948	3	2_2_0	5	0.545	exon	ENSG00000248333.8_3,	-	K00302:179:HHYC5BBXY:1:1216:1336:3952,K00302:179:HHYC5BBXY:1:2108:27641:39365,K00302:179:HHYC5BBXY:1:2213:15412:14625,
chr1:1747195|1756938	chr1	1747195	1756938	3	2_2_0	368	0.016	exon	ENSG00000078369.18_3,	-	K00302:179:HHYC5BBXY:1:1201:7192:15856,K00302:179:HHYC5BBXY:1:1203:25022:24278,K00302:179:HHYC5BBXY:1:1116:1519:30116,
chr1:2066701|2082417	chr1	2066701	2082417	2	2_2_0	219	0.018	exon	ENSG00000067606.17_5,	+	K00302:179:HHYC5BBXY:1:2123:10764:27356,K00302:179:HHYC5BBXY:1:1108:28432:31171,
chr1:7837220|7838229	chr1	7837220	7838229	13	7_3_2	66	0.283	exon	ENSG00000049245.13_4,	+	K00302:179:HHYC5BBXY:1:1219:11728:40491,K00302:179:HHYC5BBXY:1:1227:3813:8418,K00302:179:HHYC5BBXY:1:2108:16599:7855,K00302:179:HHYC5BBXY:1:1108:1418:35497,K00302:179:HHYC5BBXY:1:1113:19532:29466,K00302:179:HHYC5BBXY:1:2218:9516:24419,K00302:179:HHYC5BBXY:1:2220:28706:45783,K00302:179:HHYC5BBXY:1:1125:25956:2686,K00302:179:HHYC5BBXY:1:1209:29011:2527,K00302:179:HHYC5BBXY:1:1209:28929:2703,K00302:179:HHYC5BBXY:1:2125:24708:8506,K00302:179:HHYC5BBXY:1:2206:24627:10757,K00302:179:HHYC5BBXY:1:1114:1996:39348,
chr1:7895822|7897209	chr1	7895822	7897209	4	3_4_0	31	0.205	exon	ENSG00000049246.14_2,	+	K00302:179:HHYC5BBXY:1:1224:2524:40156,K00302:179:HHYC5BBXY:1:1226:17269:28780,K00302:179:HHYC5BBXY:1:2112:17107:11864,K00302:179:HHYC5BBXY:1:2225:18365:46786,
chr1:8525985|8617582	chr1	8525985	8617582	5	5_5_0	84	0.106	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1219:29762:34776,K00302:179:HHYC5BBXY:1:1221:18385:15065,K00302:179:HHYC5BBXY:1:1127:8339:2123,K00302:179:HHYC5BBXY:1:2208:2321:12550,K00302:179:HHYC5BBXY:1:2215:30462:17315,
chr1:8525985|8674745	chr1	8525985	8674745	4	2_3_0	33	0.195	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1223:24738:2228,K00302:179:HHYC5BBXY:1:2203:20517:1349,K00302:179:HHYC5BBXY:1:1205:3315:29852,K00302:179:HHYC5BBXY:1:2207:27986:37642,
chr1:8555123|8601377	chr1	8555123	8601377	2	2_2_0	231	0.017	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1220:25510:4549,K00302:179:HHYC5BBXY:1:2203:27620:14010,
chr1:8555123|8617582	chr1	8555123	8617582	41	18_15_0	100	0.451	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1213:4411:23804,K00302:179:HHYC5BBXY:1:1219:28645:16735,K00302:179:HHYC5BBXY:1:1219:9303:30556,K00302:179:HHYC5BBXY:1:1223:4361:18792,K00302:179:HHYC5BBXY:1:1227:18355:12620,K00302:179:HHYC5BBXY:1:2103:6268:30257,K00302:179:HHYC5BBXY:1:2103:26900:37343,K00302:179:HHYC5BBXY:1:2106:9759:44359,K00302:179:HHYC5BBXY:1:2113:2686:22221,K00302:179:HHYC5BBXY:1:2117:14275:16735,K00302:179:HHYC5BBXY:1:1119:21024:41159,K00302:179:HHYC5BBXY:1:1119:20943:41299,K00302:179:HHYC5BBXY:1:1125:10328:2228,K00302:179:HHYC5BBXY:1:1201:4533:30837,K00302:179:HHYC5BBXY:1:1202:30858:2703,K00302:179:HHYC5BBXY:1:1204:23460:16964,K00302:179:HHYC5BBXY:1:1205:16407:26934,K00302:179:HHYC5BBXY:1:1206:21125:40561,K00302:179:HHYC5BBXY:1:2121:2250:23751,K00302:179:HHYC5BBXY:1:2123:29406:21465,K00302:179:HHYC5BBXY:1:2125:28006:2580,K00302:179:HHYC5BBXY:1:2128:29731:20093,K00302:179:HHYC5BBXY:1:2202:7050:13324,K00302:179:HHYC5BBXY:1:2204:30046:36675,K00302:179:HHYC5BBXY:1:2205:1844:17245,K00302:179:HHYC5BBXY:1:1106:26758:35339,K00302:179:HHYC5BBXY:1:1112:2686:10335,K00302:179:HHYC5BBXY:1:2219:23835:45045,K00302:179:HHYC5BBXY:1:2228:30117:34829,K00302:179:HHYC5BBXY:1:2228:30716:36358,K00302:179:HHYC5BBXY:1:1212:16062:15399,K00302:179:HHYC5BBXY:1:1213:27468:28305,K00302:179:HHYC5BBXY:1:1213:17929:34917,K00302:179:HHYC5BBXY:1:1127:1245:41704,K00302:179:HHYC5BBXY:1:1127:1692:42794,K00302:179:HHYC5BBXY:1:1203:10947:8682,K00302:179:HHYC5BBXY:1:2201:7486:20621,K00302:179:HHYC5BBXY:1:2207:31426:6536,K00302:179:HHYC5BBXY:1:2216:3965:20639,K00302:179:HHYC5BBXY:1:2219:22293:13078,K00302:179:HHYC5BBXY:1:2226:22262:11442,
chr1:8555123|8674745	chr1	8555123	8674745	27	13_14_1	50	0.519	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1219:12297:44394,K00302:179:HHYC5BBXY:1:1219:12418:46680,K00302:179:HHYC5BBXY:1:1222:27986:1209,K00302:179:HHYC5BBXY:1:1224:3559:1683,K00302:179:HHYC5BBXY:1:1226:25114:48561,K00302:179:HHYC5BBXY:1:2102:30097:9297,K00302:179:HHYC5BBXY:1:2105:11546:5253,K00302:179:HHYC5BBXY:1:2113:10328:11794,K00302:179:HHYC5BBXY:1:2113:10460:11882,K00302:179:HHYC5BBXY:1:2119:17766:12023,K00302:179:HHYC5BBXY:1:1207:7963:39453,K00302:179:HHYC5BBXY:1:1207:13575:48790,K00302:179:HHYC5BBXY:1:2121:30360:3705,K00302:179:HHYC5BBXY:1:2203:4422:43339,K00302:179:HHYC5BBXY:1:2206:15777:5165,K00302:179:HHYC5BBXY:1:1107:2240:43990,K00302:179:HHYC5BBXY:1:2219:10277:10792,K00302:179:HHYC5BBXY:1:2221:13220:23171,K00302:179:HHYC5BBXY:1:2224:9445:10932,K00302:179:HHYC5BBXY:1:1224:4848:18616,K00302:179:HHYC5BBXY:1:2113:31446:39418,K00302:179:HHYC5BBXY:1:2117:14671:7117,K00302:179:HHYC5BBXY:1:1123:21602:8646,K00302:179:HHYC5BBXY:1:1108:20456:12251,K00302:179:HHYC5BBXY:1:1111:5994:8752,K00302:179:HHYC5BBXY:1:1111:8156:44711,K00302:179:HHYC5BBXY:1:2224:26474:32631,
