circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	2	2_2_0	1	0.800	exon	ENSG00000230092.7_5,	-	K00302:179:HHYC5BBXY:1:1202:21186:12884,K00302:179:HHYC5BBXY:1:1207:17330:44535,
chr1:1158624|1159348	chr1	1158624	1159348	14	10_9_0	78	0.264	exon	ENSG00000078808.16_3,	-	K00302:179:HHYC5BBXY:1:1118:19837:14379,K00302:179:HHYC5BBXY:1:2123:29203:3424,K00302:179:HHYC5BBXY:1:2127:4919:29993,K00302:179:HHYC5BBXY:1:2206:7638:2949,K00302:179:HHYC5BBXY:1:2209:25104:48931,K00302:179:HHYC5BBXY:1:2210:31081:13781,K00302:179:HHYC5BBXY:1:2212:20121:4356,K00302:179:HHYC5BBXY:1:1124:1286:18493,K00302:179:HHYC5BBXY:1:1128:6948:8963,K00302:179:HHYC5BBXY:1:2109:14377:8857,K00302:179:HHYC5BBXY:1:2117:12824:32297,K00302:179:HHYC5BBXY:1:2208:16894:7943,K00302:179:HHYC5BBXY:1:1213:5629:42829,K00302:179:HHYC5BBXY:1:1126:30634:34811,
chr1:1601103|1666274	chr1	1601103	1666274	8	6_8_0	10	0.615	intergenic_region	n/a	-	K00302:179:HHYC5BBXY:1:1102:28463:39875,K00302:179:HHYC5BBXY:1:1113:31253:23118,K00302:179:HHYC5BBXY:1:1118:26808:26248,K00302:179:HHYC5BBXY:1:2208:16092:19777,K00302:179:HHYC5BBXY:1:2219:13971:37941,K00302:179:HHYC5BBXY:1:2102:32349:19882,K00302:179:HHYC5BBXY:1:2217:17036:3653,K00302:179:HHYC5BBXY:1:1225:31020:27215,
chr1:1666129|1671143	chr1	1666129	1671143	2	2_2_0	19	0.174	exon	ENSG00000215790.7_5,	-	K00302:179:HHYC5BBXY:1:1104:31913:16770,K00302:179:HHYC5BBXY:1:1124:24799:11091,
chr1:1735858|1749314	chr1	1735858	1749314	4	2_1_1	370	0.021	exon	ENSG00000078369.18_3,	-	K00302:179:HHYC5BBXY:1:1111:26707:9719,K00302:179:HHYC5BBXY:1:2111:27702:9508,K00302:179:HHYC5BBXY:1:2208:25591:46856,K00302:179:HHYC5BBXY:1:1207:28645:27989,
chr1:1737914|1770677	chr1	1737914	1770677	3	1_1_1	300	0.020	exon	ENSG00000078369.18_3,	-	K00302:179:HHYC5BBXY:1:1116:19847:25896,K00302:179:HHYC5BBXY:1:1116:21937:26072,K00302:179:HHYC5BBXY:1:2103:18456:12445,
chr1:2066701|2082417	chr1	2066701	2082417	3	2_2_0	210	0.028	exon	ENSG00000067606.17_5,	+	K00302:179:HHYC5BBXY:1:2217:9283:12234,K00302:179:HHYC5BBXY:1:2217:26961:29888,K00302:179:HHYC5BBXY:1:1217:8237:13482,
chr1:4771960|4772759	chr1	4771960	4772759	2	2_2_0	28	0.125	exon	ENSG00000196581.10_2,	+	K00302:179:HHYC5BBXY:1:2128:21998:38451,K00302:179:HHYC5BBXY:1:2204:26058:33703,
chr1:6021854|6046387	chr1	6021854	6046387	2	2_1_0	2	0.667	exon	ENSG00000131697.18_5,	-	K00302:179:HHYC5BBXY:1:1215:2148:14185,K00302:179:HHYC5BBXY:1:2226:10612:44675,
chr1:6867043|6948959	chr1	6867043	6948959	2	2_1_0	1	0.800	intron	ENSG00000171735.19_4,	+	K00302:179:HHYC5BBXY:1:2214:4858:14836,K00302:179:HHYC5BBXY:1:1217:8846:15135,
chr1:7837220|7838229	chr1	7837220	7838229	5	5_5_0	56	0.152	exon	ENSG00000049245.13_4,	+	K00302:179:HHYC5BBXY:1:2122:25012:37730,K00302:179:HHYC5BBXY:1:2220:13200:28340,K00302:179:HHYC5BBXY:1:1216:5822:36728,K00302:179:HHYC5BBXY:1:1207:3508:14607,K00302:179:HHYC5BBXY:1:2104:29366:45238,
chr1:7895822|7897209	chr1	7895822	7897209	3	2_1_0	42	0.125	exon	ENSG00000049246.14_2,	+	K00302:179:HHYC5BBXY:1:1106:9313:14713,K00302:179:HHYC5BBXY:1:1106:9354:14713,K00302:179:HHYC5BBXY:1:1103:4726:42530,
chr1:8525985|8601377	chr1	8525985	8601377	2	1_2_0	184	0.021	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2202:4381:45766,K00302:179:HHYC5BBXY:1:1219:24809:41000,
chr1:8525985|8674745	chr1	8525985	8674745	8	5_4_0	27	0.372	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2214:21988:6783,K00302:179:HHYC5BBXY:1:2121:23419:30433,K00302:179:HHYC5BBXY:1:2213:28270:28147,K00302:179:HHYC5BBXY:1:2215:25083:29413,K00302:179:HHYC5BBXY:1:2226:25479:25492,K00302:179:HHYC5BBXY:1:1210:17817:48825,K00302:179:HHYC5BBXY:1:1123:6431:28041,K00302:179:HHYC5BBXY:1:2103:14509:38486,
chr1:8555123|8568734	chr1	8555123	8568734	3	2_2_0	151	0.038	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1115:10947:30204,K00302:179:HHYC5BBXY:1:1120:12439:19214,K00302:179:HHYC5BBXY:1:1207:29285:39295,
chr1:8555123|8601377	chr1	8555123	8601377	3	2_3_0	198	0.029	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2205:14813:32894,K00302:179:HHYC5BBXY:1:1208:8714:26336,K00302:179:HHYC5BBXY:1:2218:16579:14045,
