circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	10	5_7_0	49	0.290	exon	ENSG00000078808.16_3,	-	K00302:179:HHYC5BBXY:1:1217:17381:37835,K00302:179:HHYC5BBXY:1:1221:15727:29237,K00302:179:HHYC5BBXY:1:1120:16833:48843,K00302:179:HHYC5BBXY:1:1106:32491:30855,K00302:179:HHYC5BBXY:1:2117:17310:7257,K00302:179:HHYC5BBXY:1:2228:17990:11530,K00302:179:HHYC5BBXY:1:1124:20628:29255,K00302:179:HHYC5BBXY:1:2119:20963:39576,K00302:179:HHYC5BBXY:1:1113:13656:16331,K00302:179:HHYC5BBXY:1:1113:1702:22661,
chr1:1430865|1464711	chr1	1430865	1464711	2	2_2_0	1	0.800	intergenic_region	n/a	+	K00302:179:HHYC5BBXY:1:1211:24282:23557,K00302:179:HHYC5BBXY:1:1111:5873:8224,
chr1:6867043|6948959	chr1	6867043	6948959	3	3_3_0	0	1	intron	ENSG00000171735.19_4,	+	K00302:179:HHYC5BBXY:1:1228:22901:23698,K00302:179:HHYC5BBXY:1:1126:9993:29325,K00302:179:HHYC5BBXY:1:2111:7841:26301,
chr1:7837220|7838229	chr1	7837220	7838229	2	2_1_0	28	0.125	exon	ENSG00000049245.13_4,	+	K00302:179:HHYC5BBXY:1:1210:15118:14326,K00302:179:HHYC5BBXY:1:2223:18497:47577,
chr1:8525985|8674745	chr1	8525985	8674745	6	4_3_0	19	0.387	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1201:32339:17931,K00302:179:HHYC5BBXY:1:1203:15270:1543,K00302:179:HHYC5BBXY:1:2102:21430:18898,K00302:179:HHYC5BBXY:1:2123:26078:46680,K00302:179:HHYC5BBXY:1:2206:24119:24648,K00302:179:HHYC5BBXY:1:1116:24708:29993,
chr1:8555123|8617582	chr1	8555123	8617582	10	7_7_0	54	0.270	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1213:7517:48104,K00302:179:HHYC5BBXY:1:1124:11231:6853,K00302:179:HHYC5BBXY:1:1201:2260:12374,K00302:179:HHYC5BBXY:1:1209:24890:31224,K00302:179:HHYC5BBXY:1:2124:9790:6466,K00302:179:HHYC5BBXY:1:1108:20821:31769,K00302:179:HHYC5BBXY:1:2220:31842:18405,K00302:179:HHYC5BBXY:1:1221:24393:32508,K00302:179:HHYC5BBXY:1:1119:23673:30661,K00302:179:HHYC5BBXY:1:2109:21268:14959,
chr1:8555123|8674745	chr1	8555123	8674745	13	12_10_0	24	0.520	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2224:17371:24560,K00302:179:HHYC5BBXY:1:1217:24018:25703,K00302:179:HHYC5BBXY:1:1120:10835:32648,K00302:179:HHYC5BBXY:1:1121:2564:45537,K00302:179:HHYC5BBXY:1:1122:20598:31031,K00302:179:HHYC5BBXY:1:1126:20730:4567,K00302:179:HHYC5BBXY:1:2123:9780:45027,K00302:179:HHYC5BBXY:1:2202:10795:12392,K00302:179:HHYC5BBXY:1:1101:23460:27690,K00302:179:HHYC5BBXY:1:2107:14367:10493,K00302:179:HHYC5BBXY:1:2111:17980:42425,K00302:179:HHYC5BBXY:1:2201:16346:33932,K00302:179:HHYC5BBXY:1:1107:16062:2352,
chr1:8568686|8617582	chr1	8568686	8617582	11	7_7_1	74	0.229	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2215:13372:37220,K00302:179:HHYC5BBXY:1:2227:21602:22151,K00302:179:HHYC5BBXY:1:1214:19116:36903,K00302:179:HHYC5BBXY:1:1121:16934:28164,K00302:179:HHYC5BBXY:1:2120:27184:37132,K00302:179:HHYC5BBXY:1:2125:23216:36130,K00302:179:HHYC5BBXY:1:2205:4350:32877,K00302:179:HHYC5BBXY:1:1111:2321:2914,K00302:179:HHYC5BBXY:1:2112:21430:42882,K00302:179:HHYC5BBXY:1:2118:14752:6800,K00302:179:HHYC5BBXY:1:1105:31872:29114,
chr1:8568686|8674745	chr1	8568686	8674745	4	2_3_0	44	0.154	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2127:8552:30521,K00302:179:HHYC5BBXY:1:2204:22303:35180,K00302:179:HHYC5BBXY:1:1218:3265:17245,K00302:179:HHYC5BBXY:1:2121:17969:11952,
chr1:8601273|8617582	chr1	8601273	8617582	35	21_15_0	75	0.483	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2211:25134:2246,K00302:179:HHYC5BBXY:1:2213:1641:9473,K00302:179:HHYC5BBXY:1:2213:2341:45607,K00302:179:HHYC5BBXY:1:2224:21410:5745,K00302:179:HHYC5BBXY:1:2225:17249:43374,K00302:179:HHYC5BBXY:1:2225:23206:47331,K00302:179:HHYC5BBXY:1:2227:23307:17509,K00302:179:HHYC5BBXY:1:1211:19877:49194,K00302:179:HHYC5BBXY:1:1214:22455:33475,K00302:179:HHYC5BBXY:1:1216:20933:23346,K00302:179:HHYC5BBXY:1:1220:24079:29747,K00302:179:HHYC5BBXY:1:1123:11089:8541,K00302:179:HHYC5BBXY:1:1125:27499:29729,K00302:179:HHYC5BBXY:1:2209:15260:44148,K00302:179:HHYC5BBXY:1:1104:18933:24947,K00302:179:HHYC5BBXY:1:1106:27600:15029,K00302:179:HHYC5BBXY:1:1109:11982:25738,K00302:179:HHYC5BBXY:1:1109:11667:27408,K00302:179:HHYC5BBXY:1:1111:26991:23505,K00302:179:HHYC5BBXY:1:1118:15037:6484,K00302:179:HHYC5BBXY:1:2108:20222:19513,K00302:179:HHYC5BBXY:1:2109:3041:36833,K00302:179:HHYC5BBXY:1:2115:8329:37378,K00302:179:HHYC5BBXY:1:2115:9080:38011,K00302:179:HHYC5BBXY:1:2117:28858:38767,K00302:179:HHYC5BBXY:1:2118:27346:3582,K00302:179:HHYC5BBXY:1:2216:29346:7468,K00302:179:HHYC5BBXY:1:1213:15087:49159,K00302:179:HHYC5BBXY:1:1216:28503:38750,K00302:179:HHYC5BBXY:1:1224:7770:7715,K00302:179:HHYC5BBXY:1:1121:13697:1595,K00302:179:HHYC5BBXY:1:1201:13768:29782,K00302:179:HHYC5BBXY:1:2203:26189:36077,K00302:179:HHYC5BBXY:1:2210:17503:10616,K00302:179:HHYC5BBXY:1:2107:23937:24999,
