circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	4	2_4_0	148	0.051	exon	ENSG00000078808.16_3,	-	K00302:116:H3TF5BBXY:5:2212:20111:40666,K00302:116:H3TF5BBXY:5:2225:17482:36640,K00302:116:H3TF5BBXY:5:2207:20618:12849,K00302:116:H3TF5BBXY:5:1210:23754:40614,
chr1:1601103|1666274	chr1	1601103	1666274	10	4_6_0	5	0.800	intergenic_region	n/a	-	K00302:116:H3TF5BBXY:5:1213:23734:42267,K00302:116:H3TF5BBXY:5:1227:22709:22837,K00302:116:H3TF5BBXY:5:2205:6137:9666,K00302:116:H3TF5BBXY:5:1125:27082:6607,K00302:116:H3TF5BBXY:5:2113:20679:1314,K00302:116:H3TF5BBXY:5:2116:9557:33633,K00302:116:H3TF5BBXY:5:1107:6908:45748,K00302:116:H3TF5BBXY:5:1110:27062:33475,K00302:116:H3TF5BBXY:5:2212:15950:35637,K00302:116:H3TF5BBXY:5:2217:26474:29325,
chr1:1747195|1756938	chr1	1747195	1756938	3	1_2_0	200	0.029	exon	ENSG00000078369.18_3,	-	K00302:116:H3TF5BBXY:5:2105:10348:18370,K00302:116:H3TF5BBXY:5:2105:10409:18405,K00302:116:H3TF5BBXY:5:2222:25012:34037,
chr1:7837220|7838229	chr1	7837220	7838229	8	6_5_1	77	0.172	exon	ENSG00000049245.13_4,	+	K00302:116:H3TF5BBXY:5:2126:15311:9596,K00302:116:H3TF5BBXY:5:2126:15432:9737,K00302:116:H3TF5BBXY:5:2126:5873:36007,K00302:116:H3TF5BBXY:5:1120:22455:25316,K00302:116:H3TF5BBXY:5:1208:26626:25580,K00302:116:H3TF5BBXY:5:2112:27732:46662,K00302:116:H3TF5BBXY:5:2221:13453:19038,K00302:116:H3TF5BBXY:5:1208:26616:25562,
chr1:14057495|14068652	chr1	14057495	14068652	7	6_3_0	13	0.519	exon	ENSG00000116731.22_3,	+	K00302:116:H3TF5BBXY:5:1128:30584:45097,K00302:116:H3TF5BBXY:5:1202:18994:13060,K00302:116:H3TF5BBXY:5:1115:12916:10510,K00302:116:H3TF5BBXY:5:1211:2483:34354,K00302:116:H3TF5BBXY:5:1211:3498:38785,K00302:116:H3TF5BBXY:5:2125:19035:5534,K00302:116:H3TF5BBXY:5:1207:18081:31101,
chr1:14961840|14962159	chr1	14961840	14962159	2	2_2_0	4	0.500	intron	ENSG00000189337.17_6,	-	K00302:116:H3TF5BBXY:5:2125:18040:21782,K00302:116:H3TF5BBXY:5:1110:30066:43884,
chr1:16044388|16047883	chr1	16044388	16047883	3	2_1_1	29	0.171	exon	ENSG00000116786.13_5,	+	K00302:116:H3TF5BBXY:5:1106:7628:5077,K00302:116:H3TF5BBXY:5:2112:26910:48052,K00302:116:H3TF5BBXY:5:2214:19999:35514,
chr1:16151769|16153982	chr1	16151769	16153982	2	2_1_0	1	0.800	intergenic_region	n/a	-	K00302:116:H3TF5BBXY:5:1221:30340:18089,K00302:116:H3TF5BBXY:5:1221:30330:18036,
chr1:21097423|21100103	chr1	21097423	21100103	4	3_3_0	201	0.038	exon	ENSG00000127483.18_4,	-	K00302:116:H3TF5BBXY:5:1221:16823:47419,K00302:116:H3TF5BBXY:5:2125:5497:22731,K00302:116:H3TF5BBXY:5:2127:22272:14027,K00302:116:H3TF5BBXY:5:1111:19532:36921,
chr1:21220010|21268823	chr1	21220010	21268823	5	4_3_0	133	0.070	exon	ENSG00000075151.20_3,	-	K00302:116:H3TF5BBXY:5:2117:25175:14238,K00302:116:H3TF5BBXY:5:1115:25540:16770,K00302:116:H3TF5BBXY:5:2125:19319:39084,K00302:116:H3TF5BBXY:5:2206:10460:31365,K00302:116:H3TF5BBXY:5:2112:22079:28991,
