circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	22	11_12_0	89	0.331	exon	ENSG00000078808.16_3,	-	K00302:179:HHYC5BBXY:1:2103:10176:7275,K00302:179:HHYC5BBXY:1:2109:24931:16137,K00302:179:HHYC5BBXY:1:2112:27478:16577,K00302:179:HHYC5BBXY:1:1128:28869:25597,K00302:179:HHYC5BBXY:1:1209:28016:12726,K00302:179:HHYC5BBXY:1:1214:15656:17192,K00302:179:HHYC5BBXY:1:1228:25367:38662,K00302:179:HHYC5BBXY:1:2127:18385:13939,K00302:179:HHYC5BBXY:1:2211:16356:27549,K00302:179:HHYC5BBXY:1:2217:26778:39629,K00302:179:HHYC5BBXY:1:2223:28006:49107,K00302:179:HHYC5BBXY:1:1103:19025:21236,K00302:179:HHYC5BBXY:1:1105:31649:48350,K00302:179:HHYC5BBXY:1:1106:6918:28569,K00302:179:HHYC5BBXY:1:1106:29000:32789,K00302:179:HHYC5BBXY:1:2110:16914:28200,K00302:179:HHYC5BBXY:1:2110:16285:28586,K00302:179:HHYC5BBXY:1:2113:2686:33510,K00302:179:HHYC5BBXY:1:1124:8115:23681,K00302:179:HHYC5BBXY:1:1127:9557:24032,K00302:179:HHYC5BBXY:1:2217:7253:7697,K00302:179:HHYC5BBXY:1:2223:15727:42987,
chr1:1430865|1464711	chr1	1430865	1464711	2	2_2_0	4	0.500	intergenic_region	n/a	+	K00302:179:HHYC5BBXY:1:1112:22333:27285,K00302:179:HHYC5BBXY:1:2211:8410:9420,
chr1:1735858|1749314	chr1	1735858	1749314	3	2_1_1	437	0.014	exon	ENSG00000078369.18_3,	-	K00302:179:HHYC5BBXY:1:2103:14326:28112,K00302:179:HHYC5BBXY:1:2104:2402:45396,K00302:179:HHYC5BBXY:1:2219:18162:34371,
chr1:4771960|4772759	chr1	4771960	4772759	2	2_1_0	31	0.114	exon	ENSG00000196581.10_2,	+	K00302:179:HHYC5BBXY:1:2109:18193:27778,K00302:179:HHYC5BBXY:1:1204:11312:36710,
chr1:8525985|8601377	chr1	8525985	8601377	3	3_2_0	181	0.032	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2106:23297:35426,K00302:179:HHYC5BBXY:1:2204:21389:20375,K00302:179:HHYC5BBXY:1:1205:17645:14977,
chr1:8525985|8617582	chr1	8525985	8617582	10	9_9_0	63	0.241	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1101:2392:14221,K00302:179:HHYC5BBXY:1:2108:12033:10282,K00302:179:HHYC5BBXY:1:2109:17746:43322,K00302:179:HHYC5BBXY:1:1201:19522:36517,K00302:179:HHYC5BBXY:1:1221:15118:6695,K00302:179:HHYC5BBXY:1:1225:31081:43708,K00302:179:HHYC5BBXY:1:1227:4066:3196,K00302:179:HHYC5BBXY:1:1227:5142:47014,K00302:179:HHYC5BBXY:1:2106:27539:19918,K00302:179:HHYC5BBXY:1:1220:17300:27813,
chr1:8525985|8674745	chr1	8525985	8674745	6	4_5_0	36	0.250	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1104:17604:35374,K00302:179:HHYC5BBXY:1:2114:23500:5745,K00302:179:HHYC5BBXY:1:1120:18152:25421,K00302:179:HHYC5BBXY:1:2223:26291:19337,K00302:179:HHYC5BBXY:1:2223:25753:21078,K00302:179:HHYC5BBXY:1:2219:32106:7117,
chr1:8555123|8674745	chr1	8555123	8674745	14	9_7_0	45	0.384	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1107:11180:17245,K00302:179:HHYC5BBXY:1:2107:11322:19707,K00302:179:HHYC5BBXY:1:2107:11606:20023,K00302:179:HHYC5BBXY:1:2117:23439:9403,K00302:179:HHYC5BBXY:1:2118:1905:44042,K00302:179:HHYC5BBXY:1:1223:16752:31681,K00302:179:HHYC5BBXY:1:2203:25256:1226,K00302:179:HHYC5BBXY:1:2207:29437:2105,K00302:179:HHYC5BBXY:1:2217:20496:11618,K00302:179:HHYC5BBXY:1:2218:4239:3565,K00302:179:HHYC5BBXY:1:2103:19695:35163,K00302:179:HHYC5BBXY:1:2113:20821:33563,K00302:179:HHYC5BBXY:1:2117:18802:33862,K00302:179:HHYC5BBXY:1:2228:9019:31998,
chr1:8568686|8617582	chr1	8568686	8617582	14	8_10_3	106	0.209	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1102:7070:31681,K00302:179:HHYC5BBXY:1:1103:25266:41018,K00302:179:HHYC5BBXY:1:1119:14336:3723,K00302:179:HHYC5BBXY:1:2101:27793:21447,K00302:179:HHYC5BBXY:1:1122:2473:27408,K00302:179:HHYC5BBXY:1:1214:28473:29694,K00302:179:HHYC5BBXY:1:1216:25428:31980,K00302:179:HHYC5BBXY:1:1216:25581:33615,K00302:179:HHYC5BBXY:1:2125:30990:10809,K00302:179:HHYC5BBXY:1:2207:15199:2228,K00302:179:HHYC5BBXY:1:2214:18274:39172,K00302:179:HHYC5BBXY:1:1202:3437:23346,K00302:179:HHYC5BBXY:1:1213:8846:15768,K00302:179:HHYC5BBXY:1:2217:25712:27268,
chr1:8568686|8674745	chr1	8568686	8674745	7	4_6_0	80	0.149	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2109:20801:16647,K00302:179:HHYC5BBXY:1:1225:28534:17632,K00302:179:HHYC5BBXY:1:2120:23906:36235,K00302:179:HHYC5BBXY:1:2213:14712:15065,K00302:179:HHYC5BBXY:1:1218:11880:43392,K00302:179:HHYC5BBXY:1:2208:31801:48016,K00302:179:HHYC5BBXY:1:2218:10754:42671,
