circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	15	12_9_1	100	0.231	exon	ENSG00000078808.16_3,	-	K00302:179:HHYC5BBXY:1:1206:21288:21676,K00302:179:HHYC5BBXY:1:1112:17787:36991,K00302:179:HHYC5BBXY:1:2211:14560:6536,K00302:179:HHYC5BBXY:1:2224:24495:26388,K00302:179:HHYC5BBXY:1:2224:10155:31822,K00302:179:HHYC5BBXY:1:2122:24353:31804,K00302:179:HHYC5BBXY:1:2203:28889:8857,K00302:179:HHYC5BBXY:1:2209:26514:31611,K00302:179:HHYC5BBXY:1:1221:24485:46240,K00302:179:HHYC5BBXY:1:1116:16812:45432,K00302:179:HHYC5BBXY:1:2213:19086:47049,K00302:179:HHYC5BBXY:1:2116:12702:47419,K00302:179:HHYC5BBXY:1:1214:7882:46803,K00302:179:HHYC5BBXY:1:1216:4858:39348,K00302:179:HHYC5BBXY:1:1225:19553:42196,
chr1:1599766|1671143	chr1	1599766	1671143	2	2_2_0	15	0.211	intergenic_region	n/a	-	K00302:179:HHYC5BBXY:1:2220:24008:38732,K00302:179:HHYC5BBXY:1:2101:28128:46434,
chr1:1601103|1666274	chr1	1601103	1666274	7	2_4_0	9	0.609	intergenic_region	n/a	-	K00302:179:HHYC5BBXY:1:1121:13423:39629,K00302:179:HHYC5BBXY:1:2210:28402:24085,K00302:179:HHYC5BBXY:1:2121:12165:40649,K00302:179:HHYC5BBXY:1:2204:27976:31189,K00302:179:HHYC5BBXY:1:2208:9445:5903,K00302:179:HHYC5BBXY:1:2210:26677:43884,K00302:179:HHYC5BBXY:1:2101:4239:43163,
chr1:1647785|1653150	chr1	1647785	1653150	2	2_1_0	24	0.143	exon	ENSG00000268575.1_6,ENSG00000008128.23_5,	-	K00302:179:HHYC5BBXY:1:1206:5690:11354,K00302:179:HHYC5BBXY:1:1104:23663:40666,
chr1:1647785|1654270	chr1	1647785	1654270	4	3_1_0	20	0.286	exon	ENSG00000268575.1_6,ENSG00000008128.23_5,	-	K00302:179:HHYC5BBXY:1:1115:12469:9983,K00302:179:HHYC5BBXY:1:1115:12256:10176,K00302:179:HHYC5BBXY:1:1208:15767:24806,K00302:179:HHYC5BBXY:1:2217:21471:17913,
chr1:1666129|1671143	chr1	1666129	1671143	5	3_4_0	9	0.526	exon	ENSG00000215790.7_5,	-	K00302:179:HHYC5BBXY:1:2217:11129:16454,K00302:179:HHYC5BBXY:1:2116:2676:14221,K00302:179:HHYC5BBXY:1:2125:31598:38205,K00302:179:HHYC5BBXY:1:2208:27783:2369,K00302:179:HHYC5BBXY:1:2120:28990:13429,
chr1:1747195|1770677	chr1	1747195	1770677	5	1_1_1	257	0.037	exon	ENSG00000078369.18_3,	-	K00302:179:HHYC5BBXY:1:1207:10906:8682,K00302:179:HHYC5BBXY:1:2114:21176:47260,K00302:179:HHYC5BBXY:1:1219:9354:47067,K00302:179:HHYC5BBXY:1:2114:1905:9614,K00302:179:HHYC5BBXY:1:1225:3569:40174,
chr1:2066701|2082417	chr1	2066701	2082417	3	2_1_0	209	0.028	exon	ENSG00000067606.17_5,	+	K00302:179:HHYC5BBXY:1:2228:20973:4637,K00302:179:HHYC5BBXY:1:1121:15128:15434,K00302:179:HHYC5BBXY:1:1227:26808:6519,
chr1:2066701|2087531	chr1	2066701	2087531	4	3_3_0	150	0.051	exon	ENSG00000067606.17_5,	+	K00302:179:HHYC5BBXY:1:1105:23348:24437,K00302:179:HHYC5BBXY:1:2102:7354:37027,K00302:179:HHYC5BBXY:1:2102:7192:37167,K00302:179:HHYC5BBXY:1:2109:16163:12198,
chr1:7837220|7838229	chr1	7837220	7838229	8	7_4_1	58	0.216	exon	ENSG00000049245.13_4,	+	K00302:179:HHYC5BBXY:1:1204:30847:43198,K00302:179:HHYC5BBXY:1:2215:8136:4479,K00302:179:HHYC5BBXY:1:2220:25469:30257,K00302:179:HHYC5BBXY:1:2106:3955:38345,K00302:179:HHYC5BBXY:1:2204:7080:25122,K00302:179:HHYC5BBXY:1:1209:10013:6994,K00302:179:HHYC5BBXY:1:1114:25885:35620,K00302:179:HHYC5BBXY:1:1114:26737:36112,
chr1:7895822|7897209	chr1	7895822	7897209	4	4_2_0	34	0.190	exon	ENSG00000049246.14_2,	+	K00302:179:HHYC5BBXY:1:2214:20151:37466,K00302:179:HHYC5BBXY:1:2206:21450:2475,K00302:179:HHYC5BBXY:1:2225:22049:2105,K00302:179:HHYC5BBXY:1:1221:20222:3969,
chr1:8482787|8617582	chr1	8482787	8617582	2	2_2_0	74	0.051	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1212:20882:23892,K00302:179:HHYC5BBXY:1:1225:23064:10264,
chr1:8525985|8568734	chr1	8525985	8568734	4	1_1_3	116	0.065	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2111:27448:26723,K00302:179:HHYC5BBXY:1:2228:1103:18740,K00302:179:HHYC5BBXY:1:2116:25043:2299,K00302:179:HHYC5BBXY:1:2209:20577:22274,
chr1:8525985|8617582	chr1	8525985	8617582	11	6_6_0	80	0.216	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1122:25702:13711,K00302:179:HHYC5BBXY:1:1112:1438:6202,K00302:179:HHYC5BBXY:1:1116:24962:38767,K00302:179:HHYC5BBXY:1:1116:24058:39594,K00302:179:HHYC5BBXY:1:2222:14763:21764,K00302:179:HHYC5BBXY:1:2203:27184:35374,K00302:179:HHYC5BBXY:1:1211:30381:47594,K00302:179:HHYC5BBXY:1:1211:30756:47612,K00302:179:HHYC5BBXY:1:1109:15909:21113,K00302:179:HHYC5BBXY:1:1116:30675:19056,K00302:179:HHYC5BBXY:1:2114:6137:22749,
chr1:8525985|8674745	chr1	8525985	8674745	13	8_8_0	33	0.441	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1103:5883:8383,K00302:179:HHYC5BBXY:1:1111:29802:9526,K00302:179:HHYC5BBXY:1:1111:29823:9526,K00302:179:HHYC5BBXY:1:1111:30127:9702,K00302:179:HHYC5BBXY:1:1111:27438:10000,K00302:179:HHYC5BBXY:1:2218:9120:34073,K00302:179:HHYC5BBXY:1:2113:15493:45643,K00302:179:HHYC5BBXY:1:2202:11272:32771,K00302:179:HHYC5BBXY:1:2203:14052:15891,K00302:179:HHYC5BBXY:1:2207:7750:6871,K00302:179:HHYC5BBXY:1:1215:29741:41704,K00302:179:HHYC5BBXY:1:2107:29924:15821,K00302:179:HHYC5BBXY:1:2113:7466:13904,
chr1:8555123|8601377	chr1	8555123	8601377	3	1_3_0	234	0.025	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:2211:12773:15680,K00302:179:HHYC5BBXY:1:1113:18111:8611,K00302:179:HHYC5BBXY:1:1227:3630:18300,
chr1:8555123|8674745	chr1	8555123	8674745	22	11_10_0	47	0.484	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1201:29396:21131,K00302:179:HHYC5BBXY:1:1206:6492:26986,K00302:179:HHYC5BBXY:1:1206:7456:27918,K00302:179:HHYC5BBXY:1:1208:23967:5077,K00302:179:HHYC5BBXY:1:1105:12621:2299,K00302:179:HHYC5BBXY:1:1107:5183:19443,K00302:179:HHYC5BBXY:1:2222:2503:2316,K00302:179:HHYC5BBXY:1:2107:5416:17667,K00302:179:HHYC5BBXY:1:2107:15179:41405,K00302:179:HHYC5BBXY:1:2110:20669:33404,K00302:179:HHYC5BBXY:1:2120:6451:9192,K00302:179:HHYC5BBXY:1:1220:4188:8400,K00302:179:HHYC5BBXY:1:1220:2635:31593,K00302:179:HHYC5BBXY:1:1222:19613:20709,K00302:179:HHYC5BBXY:1:1127:13413:9508,K00302:179:HHYC5BBXY:1:1127:13139:9807,K00302:179:HHYC5BBXY:1:1111:19278:49036,K00302:179:HHYC5BBXY:1:1116:3437:19267,K00302:179:HHYC5BBXY:1:2121:7009:40121,K00302:179:HHYC5BBXY:1:2121:6806:41071,K00302:179:HHYC5BBXY:1:1221:24850:33158,K00302:179:HHYC5BBXY:1:1228:16011:10844,
chr1:8568686|8617582	chr1	8568686	8617582	21	10_13_4	156	0.212	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1126:1671:33264,K00302:179:HHYC5BBXY:1:1126:1438:33316,K00302:179:HHYC5BBXY:1:1126:1621:33316,K00302:179:HHYC5BBXY:1:1202:13210:4338,K00302:179:HHYC5BBXY:1:1202:16295:7328,K00302:179:HHYC5BBXY:1:1202:10551:41827,K00302:179:HHYC5BBXY:1:2213:31426:4884,K00302:179:HHYC5BBXY:1:2216:23977:45607,K00302:179:HHYC5BBXY:1:2102:26514:45994,K00302:179:HHYC5BBXY:1:2113:31609:21131,K00302:179:HHYC5BBXY:1:2115:25743:22678,K00302:179:HHYC5BBXY:1:2119:6066:46610,K00302:179:HHYC5BBXY:1:2119:6390:46750,K00302:179:HHYC5BBXY:1:2201:18355:43392,K00302:179:HHYC5BBXY:1:2206:24099:4215,K00302:179:HHYC5BBXY:1:1210:14357:39207,K00302:179:HHYC5BBXY:1:1221:20090:46610,K00302:179:HHYC5BBXY:1:1119:13220:4848,K00302:179:HHYC5BBXY:1:1203:11606:8945,K00302:179:HHYC5BBXY:1:1103:28544:28727,K00302:179:HHYC5BBXY:1:1222:22303:43163,
chr1:8568686|8674745	chr1	8568686	8674745	5	4_5_0	111	0.083	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1104:28107:24208,K00302:179:HHYC5BBXY:1:2105:22668:26213,K00302:179:HHYC5BBXY:1:1218:32512:5464,K00302:179:HHYC5BBXY:1:1226:18802:16981,K00302:179:HHYC5BBXY:1:2220:31020:19689,
chr1:8601273|8617582	chr1	8601273	8617582	64	23_19_0	144	0.471	exon	ENSG00000142599.18_5,	-	K00302:179:HHYC5BBXY:1:1120:32309:12849,K00302:179:HHYC5BBXY:1:1120:3640:43462,K00302:179:HHYC5BBXY:1:1123:12083:35268,K00302:179:HHYC5BBXY:1:1126:6492:22028,K00302:179:HHYC5BBXY:1:1201:20385:38222,K00302:179:HHYC5BBXY:1:1204:12388:13781,K00302:179:HHYC5BBXY:1:1205:7456:22397,K00302:179:HHYC5BBXY:1:1104:3133:27953,K00302:179:HHYC5BBXY:1:1106:21542:38398,K00302:179:HHYC5BBXY:1:1107:15859:42935,K00302:179:HHYC5BBXY:1:1109:17482:21975,K00302:179:HHYC5BBXY:1:1111:3407:32191,K00302:179:HHYC5BBXY:1:1114:14844:40332,K00302:179:HHYC5BBXY:1:1114:14245:40842,K00302:179:HHYC5BBXY:1:2216:7963:38996,K00302:179:HHYC5BBXY:1:2217:17888:5341,K00302:179:HHYC5BBXY:1:2220:20405:12831,K00302:179:HHYC5BBXY:1:2223:12459:12779,K00302:179:HHYC5BBXY:1:2227:15057:48474,K00302:179:HHYC5BBXY:1:2103:6827:31998,K00302:179:HHYC5BBXY:1:2103:16955:35163,K00302:179:HHYC5BBXY:1:2104:28706:30450,K00302:179:HHYC5BBXY:1:2105:14458:8224,K00302:179:HHYC5BBXY:1:2107:27123:31329,K00302:179:HHYC5BBXY:1:2107:27164:31822,K00302:179:HHYC5BBXY:1:2108:3792:24243,K00302:179:HHYC5BBXY:1:2111:2179:33862,K00302:179:HHYC5BBXY:1:2113:32197:13218,K00302:179:HHYC5BBXY:1:2116:10054:21272,K00302:179:HHYC5BBXY:1:2117:13961:41510,K00302:179:HHYC5BBXY:1:2123:11830:17280,K00302:179:HHYC5BBXY:1:2126:6695:20375,K00302:179:HHYC5BBXY:1:2126:7293:20568,K00302:179:HHYC5BBXY:1:2126:7222:20586,K00302:179:HHYC5BBXY:1:2203:29660:3758,K00302:179:HHYC5BBXY:1:2203:11860:5235,K00302:179:HHYC5BBXY:1:1211:26545:19355,K00302:179:HHYC5BBXY:1:1215:13210:30187,K00302:179:HHYC5BBXY:1:1216:19400:2404,K00302:179:HHYC5BBXY:1:1219:25134:17016,K00302:179:HHYC5BBXY:1:1219:26423:33738,K00302:179:HHYC5BBXY:1:1202:5355:14889,K00302:179:HHYC5BBXY:1:1204:18071:38820,K00302:179:HHYC5BBXY:1:1206:13007:4022,K00302:179:HHYC5BBXY:1:1206:30543:43691,K00302:179:HHYC5BBXY:1:1106:23307:16032,K00302:179:HHYC5BBXY:1:1107:5741:16788,K00302:179:HHYC5BBXY:1:1119:30624:1595,K00302:179:HHYC5BBXY:1:2211:16254:25122,K00302:179:HHYC5BBXY:1:2211:30959:27883,K00302:179:HHYC5BBXY:1:2212:2463:47471,K00302:179:HHYC5BBXY:1:2219:22810:40174,K00302:179:HHYC5BBXY:1:2223:22333:28903,K00302:179:HHYC5BBXY:1:2227:30188:14344,K00302:179:HHYC5BBXY:1:2103:25855:39752,K00302:179:HHYC5BBXY:1:2107:4391:18177,K00302:179:HHYC5BBXY:1:2115:3173:9666,K00302:179:HHYC5BBXY:1:2120:23226:21834,K00302:179:HHYC5BBXY:1:2123:29701:15152,K00302:179:HHYC5BBXY:1:2123:23115:49107,K00302:179:HHYC5BBXY:1:2204:13545:29677,K00302:179:HHYC5BBXY:1:2205:18873:13834,K00302:179:HHYC5BBXY:1:1212:31152:31945,K00302:179:HHYC5BBXY:1:1224:16356:19847,
