circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:741179|745550	chr1	741179	745550	2	1_2_0	9	0.308	exon	ENSG00000230092.7_5,	-	K00302:116:H3TF5BBXY:4:1108:21633:16401,K00302:116:H3TF5BBXY:4:2213:3975:43093,
chr1:1158624|1159348	chr1	1158624	1159348	2	2_2_0	89	0.043	exon	ENSG00000078808.16_3,	-	K00302:116:H3TF5BBXY:4:2107:19512:23663,K00302:116:H3TF5BBXY:4:2118:24119:16665,
chr1:1601103|1666274	chr1	1601103	1666274	10	3_5_0	5	0.800	intergenic_region	n/a	-	K00302:116:H3TF5BBXY:4:1223:26534:5200,K00302:116:H3TF5BBXY:4:2208:1753:38152,K00302:116:H3TF5BBXY:4:1102:19593:4145,K00302:116:H3TF5BBXY:4:1203:7304:7082,K00302:116:H3TF5BBXY:4:1203:6827:8330,K00302:116:H3TF5BBXY:4:1205:30979:9772,K00302:116:H3TF5BBXY:4:2226:29305:17245,K00302:116:H3TF5BBXY:4:2128:3041:45097,K00302:116:H3TF5BBXY:4:2209:17706:6185,K00302:116:H3TF5BBXY:4:1209:15260:7398,
chr1:8601273|8617582	chr1	8601273	8617582	4	1_2_0	19	0.296	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:4:1205:7101:7363,K00302:116:H3TF5BBXY:4:1205:8014:7609,K00302:116:H3TF5BBXY:4:1205:7182:7679,K00302:116:H3TF5BBXY:4:1113:29802:14484,
chr1:8716032|8716500	chr1	8716032	8716500	2	2_1_0	17	0.190	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:4:2222:6776:42495,K00302:116:H3TF5BBXY:4:1103:24109:44429,
chr1:9991949|9994918	chr1	9991949	9994918	3	3_2_0	24	0.200	exon	ENSG00000162441.12_3,	-	K00302:116:H3TF5BBXY:4:1225:20182:33721,K00302:116:H3TF5BBXY:4:1116:1915:29536,K00302:116:H3TF5BBXY:4:2213:17614:32402,
chr1:15964802|15970145	chr1	15964802	15970145	2	2_1_0	14	0.222	exon	ENSG00000197312.12_4,	+	K00302:116:H3TF5BBXY:4:2208:10470:38803,K00302:116:H3TF5BBXY:4:1112:17523:26582,
chr1:16263658|16264501	chr1	16263658	16264501	2	2_2_0	14	0.222	exon	ENSG00000065526.11_3,	+	K00302:116:H3TF5BBXY:4:2203:7943:26336,K00302:116:H3TF5BBXY:4:2219:17442:17368,
chr1:21091870|21100103	chr1	21091870	21100103	2	2_2_0	116	0.033	exon	ENSG00000127483.18_4,	-	K00302:116:H3TF5BBXY:4:1228:1367:12304,K00302:116:H3TF5BBXY:4:2114:6908:35620,
chr1:21097423|21100103	chr1	21097423	21100103	4	3_3_0	120	0.062	exon	ENSG00000127483.18_4,	-	K00302:116:H3TF5BBXY:4:2120:20486:32455,K00302:116:H3TF5BBXY:4:2114:10206:19355,K00302:116:H3TF5BBXY:4:2118:23104:36253,K00302:116:H3TF5BBXY:4:1115:21684:44130,
