circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	3	2_2_0	87	0.065	exon	ENSG00000078808.16_3,	-	K00302:116:H3TF5BBXY:5:2126:18233:5798,K00302:116:H3TF5BBXY:5:2113:21907:48737,K00302:116:H3TF5BBXY:5:2216:16640:22098,
chr1:1601103|1666274	chr1	1601103	1666274	2	2_2_0	1	0.800	intergenic_region	n/a	-	K00302:116:H3TF5BBXY:5:2110:12469:25140,K00302:116:H3TF5BBXY:5:1117:24901:3319,
chr1:1735858|1749314	chr1	1735858	1749314	3	3_2_1	296	0.020	exon	ENSG00000078369.18_3,	-	K00302:116:H3TF5BBXY:5:2117:32075:29641,K00302:116:H3TF5BBXY:5:2218:2808:26195,K00302:116:H3TF5BBXY:5:2226:3833:7890,
chr1:7837220|7838229	chr1	7837220	7838229	5	3_3_2	77	0.115	exon	ENSG00000049245.13_4,	+	K00302:116:H3TF5BBXY:5:2103:21328:41475,K00302:116:H3TF5BBXY:5:2123:4320:46645,K00302:116:H3TF5BBXY:5:1124:31730:19513,K00302:116:H3TF5BBXY:5:2119:31487:7099,K00302:116:H3TF5BBXY:5:2209:9435:39225,
chr1:8555123|8568734	chr1	8555123	8568734	2	2_1_0	50	0.074	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:1126:20841:48192,K00302:116:H3TF5BBXY:5:2117:1681:7890,
chr1:8555123|8617582	chr1	8555123	8617582	3	2_2_0	60	0.091	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:1220:30442:17561,K00302:116:H3TF5BBXY:5:1220:30421:17597,K00302:116:H3TF5BBXY:5:1113:19989:25228,
chr1:8555123|8674745	chr1	8555123	8674745	4	3_4_0	42	0.160	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:1219:2077:8857,K00302:116:H3TF5BBXY:5:1108:16143:27250,K00302:116:H3TF5BBXY:5:2125:15676:3477,K00302:116:H3TF5BBXY:5:2120:28493:6062,
chr1:8601273|8617582	chr1	8601273	8617582	8	5_6_0	50	0.242	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:1214:27874:10546,K00302:116:H3TF5BBXY:5:1214:3041:16260,K00302:116:H3TF5BBXY:5:1226:19167:14097,K00302:116:H3TF5BBXY:5:2212:21491:1982,K00302:116:H3TF5BBXY:5:1204:5193:21043,K00302:116:H3TF5BBXY:5:1217:26271:40227,K00302:116:H3TF5BBXY:5:2113:32045:28217,K00302:116:H3TF5BBXY:5:2128:27580:22239,
chr1:8601273|8674745	chr1	8601273	8674745	3	3_2_0	32	0.158	exon	ENSG00000142599.18_5,	-	K00302:116:H3TF5BBXY:5:1215:23886:42073,K00302:116:H3TF5BBXY:5:2101:31274:16647,K00302:116:H3TF5BBXY:5:2113:8379:48685,
chr1:9991949|9994918	chr1	9991949	9994918	2	1_2_0	55	0.068	exon	ENSG00000162441.12_3,	-	K00302:116:H3TF5BBXY:5:2115:8105:13922,K00302:116:H3TF5BBXY:5:2123:17259:34917,
chr1:14099573|14109326	chr1	14099573	14109326	2	1_2_0	24	0.143	exon	ENSG00000116731.22_3,	+	K00302:116:H3TF5BBXY:5:2211:6086:11302,K00302:116:H3TF5BBXY:5:2216:26463:2861,
