circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:1158624|1159348	chr1	1158624	1159348	7	3_5_0	74	0.159	exon	ENSG00000078808.16_3,	-	K00302:154:HGK25BBXY:2:2106:8034:38732,K00302:154:HGK25BBXY:2:1211:5386:14238,K00302:154:HGK25BBXY:2:2125:3681:45221,K00302:154:HGK25BBXY:2:1217:18629:12357,K00302:154:HGK25BBXY:2:2224:2757:15557,K00302:154:HGK25BBXY:2:2227:3884:40367,K00302:154:HGK25BBXY:2:2209:23784:29659,
chr1:1417925|1455686	chr1	1417925	1455686	2	1_2_1	11	0.267	intergenic_region	n/a	+	K00302:154:HGK25BBXY:2:2123:30847:28885,K00302:154:HGK25BBXY:2:1121:17868:22045,
chr1:1601103|1666274	chr1	1601103	1666274	9	3_7_5	6	0.750	intergenic_region	n/a	-	K00302:154:HGK25BBXY:2:2219:29173:26441,K00302:154:HGK25BBXY:2:2219:29833:26810,K00302:154:HGK25BBXY:2:1216:14448:35532,K00302:154:HGK25BBXY:2:2223:27194:10352,K00302:154:HGK25BBXY:2:1219:16031:44148,K00302:154:HGK25BBXY:2:2204:28574:22274,K00302:154:HGK25BBXY:2:1116:14641:24894,K00302:154:HGK25BBXY:2:1202:19390:2387,K00302:154:HGK25BBXY:2:1202:4878:13605,
chr1:1735858|1749314	chr1	1735858	1749314	2	2_0_2	516	0.008	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:1208:25246:45133,K00302:154:HGK25BBXY:2:2202:5041:5517,
chr1:1747195|1770677	chr1	1747195	1770677	3	1_2_3	295	0.020	exon	ENSG00000078369.18_3,	-	K00302:154:HGK25BBXY:2:2210:25682:2879,K00302:154:HGK25BBXY:2:1109:6441:26898,K00302:154:HGK25BBXY:2:1117:15980:15750,
chr1:1835635|1836252	chr1	1835635	1836252	3	2_2_0	0	1	intergenic_region	n/a	-	K00302:154:HGK25BBXY:2:2103:21491:1420,K00302:154:HGK25BBXY:2:2215:15564:46750,K00302:154:HGK25BBXY:2:2208:14610:48368,
chr1:6021854|6046387	chr1	6021854	6046387	2	2_1_0	25	0.138	exon	ENSG00000131697.18_5,	-	K00302:154:HGK25BBXY:2:1204:4391:14308,K00302:154:HGK25BBXY:2:2118:7567:35391,
chr1:6867043|6885270	chr1	6867043	6885270	10	6_6_3	119	0.144	exon	ENSG00000171735.19_4,	+	K00302:154:HGK25BBXY:2:1209:10653:6554,K00302:154:HGK25BBXY:2:1209:11018:6695,K00302:154:HGK25BBXY:2:2106:25347:12603,K00302:154:HGK25BBXY:2:2219:14397:16278,K00302:154:HGK25BBXY:2:1223:26626:35462,K00302:154:HGK25BBXY:2:2120:29894:15029,K00302:154:HGK25BBXY:2:1102:14164:46223,K00302:154:HGK25BBXY:2:2109:25662:21166,K00302:154:HGK25BBXY:2:1216:16741:28991,K00302:154:HGK25BBXY:2:2227:25347:44324,
chr1:6867043|6913249	chr1	6867043	6913249	2	2_2_0	22	0.154	exon	ENSG00000171735.19_4,	+	K00302:154:HGK25BBXY:2:1216:14549:45273,K00302:154:HGK25BBXY:2:1201:6796:21113,
chr1:6880241|6913249	chr1	6880241	6913249	3	1_2_1	58	0.094	exon	ENSG00000171735.19_4,	+	K00302:154:HGK25BBXY:2:1210:22516:2141,K00302:154:HGK25BBXY:2:1210:22627:2545,K00302:154:HGK25BBXY:2:2203:3305:4233,
chr1:6880241|6948959	chr1	6880241	6948959	2	1_1_2	52	0.071	intron	ENSG00000171735.19_4,	+	K00302:154:HGK25BBXY:2:1111:7090:21447,K00302:154:HGK25BBXY:2:1113:12378:7398,
chr1:7837220|7838229	chr1	7837220	7838229	10	7_2_3	95	0.174	exon	ENSG00000049245.13_4,	+	K00302:154:HGK25BBXY:2:2114:22181:5886,K00302:154:HGK25BBXY:2:1205:1448:18036,K00302:154:HGK25BBXY:2:1209:2838:21360,K00302:154:HGK25BBXY:2:2224:2432:5851,K00302:154:HGK25BBXY:2:2228:20111:46961,K00302:154:HGK25BBXY:2:1219:31801:9684,K00302:154:HGK25BBXY:2:1103:20131:34934,K00302:154:HGK25BBXY:2:1113:12185:39488,K00302:154:HGK25BBXY:2:2210:12297:39400,K00302:154:HGK25BBXY:2:1109:26291:16207,
chr1:8525985|8601377	chr1	8525985	8601377	2	1_1_1	245	0.016	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1205:28777:1701,K00302:154:HGK25BBXY:2:1103:32207:19390,
chr1:8555123|8601377	chr1	8555123	8601377	4	2_2_1	296	0.026	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2202:28270:34899,K00302:154:HGK25BBXY:2:2206:17442:17192,K00302:154:HGK25BBXY:2:2206:22293:21869,K00302:154:HGK25BBXY:2:2107:25438:24015,
chr1:8555123|8617582	chr1	8555123	8617582	4	3_2_2	232	0.033	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2223:1367:47401,K00302:154:HGK25BBXY:2:2207:21328:5042,K00302:154:HGK25BBXY:2:1127:22171:48632,K00302:154:HGK25BBXY:2:2213:31040:41317,
chr1:8555123|8674745	chr1	8555123	8674745	7	4_4_1	191	0.068	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2214:24342:41704,K00302:154:HGK25BBXY:2:2217:29985:36464,K00302:154:HGK25BBXY:2:2217:30259:36657,K00302:154:HGK25BBXY:2:2208:29274:39277,K00302:154:HGK25BBXY:2:1106:4452:5306,K00302:154:HGK25BBXY:2:1108:10379:23698,K00302:154:HGK25BBXY:2:2205:28321:29255,
chr1:8568686|8617582	chr1	8568686	8617582	6	2_5_4	214	0.053	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1215:6218:18529,K00302:154:HGK25BBXY:2:1219:6441:36077,K00302:154:HGK25BBXY:2:1223:28615:4127,K00302:154:HGK25BBXY:2:2207:8998:25914,K00302:154:HGK25BBXY:2:1103:14986:28973,K00302:154:HGK25BBXY:2:2102:23236:23645,
chr1:8601273|8617582	chr1	8601273	8617582	21	12_14_7	187	0.183	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2115:26149:29325,K00302:154:HGK25BBXY:2:1205:15788:6449,K00302:154:HGK25BBXY:2:2111:26880:42689,K00302:154:HGK25BBXY:2:1210:10795:5288,K00302:154:HGK25BBXY:2:2224:11962:20463,K00302:154:HGK25BBXY:2:2226:1519:34477,K00302:154:HGK25BBXY:2:2125:9049:47172,K00302:154:HGK25BBXY:2:2212:21663:22960,K00302:154:HGK25BBXY:2:2213:18477:6290,K00302:154:HGK25BBXY:2:1108:27417:4479,K00302:154:HGK25BBXY:2:2128:9181:5306,K00302:154:HGK25BBXY:2:2128:9313:5323,K00302:154:HGK25BBXY:2:2203:21511:33598,K00302:154:HGK25BBXY:2:1120:15848:19882,K00302:154:HGK25BBXY:2:1202:23257:26670,K00302:154:HGK25BBXY:2:2108:25824:22608,K00302:154:HGK25BBXY:2:2103:4990:29624,K00302:154:HGK25BBXY:2:1214:19187:4602,K00302:154:HGK25BBXY:2:1214:20344:31646,K00302:154:HGK25BBXY:2:1104:17492:27303,K00302:154:HGK25BBXY:2:1105:11028:45748,
chr1:8601273|8674745	chr1	8601273	8674745	4	3_2_0	144	0.053	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:1103:27235:30890,K00302:154:HGK25BBXY:2:1121:23886:13834,K00302:154:HGK25BBXY:2:1121:25388:15451,K00302:154:HGK25BBXY:2:1222:4229:10264,
chr1:8616534|8674745	chr1	8616534	8674745	3	2_3_0	232	0.025	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2115:28767:11987,K00302:154:HGK25BBXY:2:1228:26504:19003,K00302:154:HGK25BBXY:2:1119:11363:25404,
chr1:8674620|8684439	chr1	8674620	8684439	5	3_2_0	180	0.053	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2206:10186:21500,K00302:154:HGK25BBXY:2:2206:10490:23505,K00302:154:HGK25BBXY:2:1127:7172:39734,K00302:154:HGK25BBXY:2:1127:7415:40086,K00302:154:HGK25BBXY:2:2216:21389:36974,
chr1:8674620|8716500	chr1	8674620	8716500	7	4_3_1	119	0.105	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2104:2544:36429,K00302:154:HGK25BBXY:2:2217:22556:15645,K00302:154:HGK25BBXY:2:1218:30868:30749,K00302:154:HGK25BBXY:2:1123:31517:2545,K00302:154:HGK25BBXY:2:1217:27783:4549,K00302:154:HGK25BBXY:2:2224:29264:10387,K00302:154:HGK25BBXY:2:1116:2016:37343,
chr1:8716032|8716500	chr1	8716032	8716500	12	10_9_0	181	0.117	exon	ENSG00000142599.18_5,	-	K00302:154:HGK25BBXY:2:2113:1600:7644,K00302:154:HGK25BBXY:2:1207:25388:31558,K00302:154:HGK25BBXY:2:2105:14448:12532,K00302:154:HGK25BBXY:2:2107:7040:17913,K00302:154:HGK25BBXY:2:2107:28544:48667,K00302:154:HGK25BBXY:2:2219:27103:43111,K00302:154:HGK25BBXY:2:1211:18720:5974,K00302:154:HGK25BBXY:2:1212:21978:34125,K00302:154:HGK25BBXY:2:1219:2087:12884,K00302:154:HGK25BBXY:2:2211:4706:15416,K00302:154:HGK25BBXY:2:1201:7354:17403,K00302:154:HGK25BBXY:2:1115:5619:3741,
chr1:9800716|9801314	chr1	9800716	9801314	4	2_2_0	246	0.031	intron	ENSG00000171603.17_3,	-	K00302:154:HGK25BBXY:2:2227:3478:18740,K00302:154:HGK25BBXY:2:2227:3762:19126,K00302:154:HGK25BBXY:2:2205:12591:17614,K00302:154:HGK25BBXY:2:2205:11982:18740,
chr1:9991949|9994918	chr1	9991949	9994918	10	5_6_6	184	0.098	exon	ENSG00000162441.12_3,	-	K00302:154:HGK25BBXY:2:2118:11201:3002,K00302:154:HGK25BBXY:2:2104:2016:33686,K00302:154:HGK25BBXY:2:1228:18051:37800,K00302:154:HGK25BBXY:2:2219:17675:1877,K00302:154:HGK25BBXY:2:1220:7770:32754,K00302:154:HGK25BBXY:2:1223:12763:5605,K00302:154:HGK25BBXY:2:1125:25631:34934,K00302:154:HGK25BBXY:2:1225:25215:27215,K00302:154:HGK25BBXY:2:1223:2108:1490,K00302:154:HGK25BBXY:2:1120:28452:15346,
chr1:10155519|10165802	chr1	10155519	10165802	9	5_5_0	139	0.115	exon	ENSG00000130939.19_4,	+	K00302:154:HGK25BBXY:2:2106:13423:31259,K00302:154:HGK25BBXY:2:1227:15168:5903,K00302:154:HGK25BBXY:2:2103:3620:33897,K00302:154:HGK25BBXY:2:2103:3610:33949,K00302:154:HGK25BBXY:2:2217:31730:40403,K00302:154:HGK25BBXY:2:2217:31375:40666,K00302:154:HGK25BBXY:2:1216:12398:33281,K00302:154:HGK25BBXY:2:1223:20172:25755,K00302:154:HGK25BBXY:2:2203:18477:42513,
chr1:10318551|10328321	chr1	10318551	10328321	2	2_2_0	288	0.014	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:2113:6888:25246,K00302:154:HGK25BBXY:2:2120:5670:36816,
chr1:10380101|10436734	chr1	10380101	10436734	4	3_4_1	173	0.044	exon	ENSG00000054523.17_4,	+	K00302:154:HGK25BBXY:2:2107:26737:28833,K00302:154:HGK25BBXY:2:2124:28503:5763,K00302:154:HGK25BBXY:2:1106:7121:37150,K00302:154:HGK25BBXY:2:2205:20943:46504,
chr1:11076901|11078930	chr1	11076901	11078930	3	3_3_0	284	0.021	exon	ENSG00000120948.17_5,ENSG00000277726.4_7,	+	K00302:154:HGK25BBXY:2:1226:9638:33598,K00302:154:HGK25BBXY:2:1217:32694:19460,K00302:154:HGK25BBXY:2:2226:19004:38222,
chr1:12061458|12062160	chr1	12061458	12062160	2	1_2_0	82	0.047	exon	ENSG00000116688.16_5,	+	K00302:154:HGK25BBXY:2:1120:11393:3829,K00302:154:HGK25BBXY:2:2203:24302:6325,
chr1:12359259|12368698	chr1	12359259	12368698	2	2_2_0	83	0.046	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:2:1224:4767:37537,K00302:154:HGK25BBXY:2:2125:23206:5552,
chr1:12359259|12383837	chr1	12359259	12383837	2	2_1_1	113	0.034	exon	ENSG00000048707.15_5,	+	K00302:154:HGK25BBXY:2:2227:22536:20568,K00302:154:HGK25BBXY:2:1104:20709:19126,
chr1:14042036|14075982	chr1	14042036	14075982	2	1_2_1	50	0.074	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:2:2122:4229:22678,K00302:154:HGK25BBXY:2:1108:27255:11055,
chr1:14057495|14068652	chr1	14057495	14068652	13	11_11_0	51	0.338	exon	ENSG00000116731.22_3,	+	K00302:154:HGK25BBXY:2:1204:17939:5780,K00302:154:HGK25BBXY:2:2109:21633:17175,K00302:154:HGK25BBXY:2:2220:4178:17210,K00302:154:HGK25BBXY:2:2123:13809:7029,K00302:154:HGK25BBXY:2:2207:18883:12972,K00302:154:HGK25BBXY:2:2212:12256:33949,K00302:154:HGK25BBXY:2:2212:12236:34512,K00302:154:HGK25BBXY:2:2205:12297:42847,K00302:154:HGK25BBXY:2:2205:6938:45449,K00302:154:HGK25BBXY:2:1119:8339:39400,K00302:154:HGK25BBXY:2:1121:30218:14994,K00302:154:HGK25BBXY:2:1125:1590:9209,K00302:154:HGK25BBXY:2:1125:15727:38205,
chr1:15081975|15084542	chr1	15081975	15084542	2	2_2_0	12	0.250	intron	ENSG00000189337.17_6,	+	K00302:154:HGK25BBXY:2:1209:25378:2668,K00302:154:HGK25BBXY:2:2209:22394:4532,
chr1:15964802|15970145	chr1	15964802	15970145	2	2_1_0	52	0.071	exon	ENSG00000197312.12_4,	+	K00302:154:HGK25BBXY:2:2222:10805:39594,K00302:154:HGK25BBXY:2:2221:4797:25281,
chr1:16044388|16047883	chr1	16044388	16047883	5	1_0_4	16	0.385	exon	ENSG00000116786.13_5,	+	K00302:154:HGK25BBXY:2:2221:18467:36517,K00302:154:HGK25BBXY:2:2222:28067:41053,K00302:154:HGK25BBXY:2:2121:17320:25175,K00302:154:HGK25BBXY:2:2203:27488:36288,K00302:154:HGK25BBXY:2:1127:8268:15293,
chr1:17907048|17914974	chr1	17907048	17914974	2	1_1_2	10	0.286	exon	ENSG00000074964.17_4,	+	K00302:154:HGK25BBXY:2:2104:26514:28024,K00302:154:HGK25BBXY:2:2110:24485:25843,
chr1:21071237|21107033	chr1	21071237	21107033	5	4_3_0	190	0.050	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:2117:2199:17122,K00302:154:HGK25BBXY:2:2218:29467:11548,K00302:154:HGK25BBXY:2:2207:18923:10370,K00302:154:HGK25BBXY:2:1122:28940:6273,K00302:154:HGK25BBXY:2:2228:22759:22960,
chr1:21076216|21100103	chr1	21076216	21100103	4	2_2_0	467	0.017	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:2112:5964:4690,K00302:154:HGK25BBXY:2:2215:30634:31400,K00302:154:HGK25BBXY:2:1215:30360:32930,K00302:154:HGK25BBXY:2:2204:16264:44341,
chr1:21083659|21094157	chr1	21083659	21094157	2	1_0_2	474	0.008	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:2206:4675:37660,K00302:154:HGK25BBXY:2:2225:12540:17386,
chr1:21083659|21100103	chr1	21083659	21100103	5	3_5_0	518	0.019	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:2113:7628:42390,K00302:154:HGK25BBXY:2:2201:31893:6325,K00302:154:HGK25BBXY:2:1119:4564:13974,K00302:154:HGK25BBXY:2:2214:29376:41211,K00302:154:HGK25BBXY:2:1115:2625:12761,
chr1:21083659|21103243	chr1	21083659	21103243	5	1_4_3	639	0.015	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:2108:28442:28551,K00302:154:HGK25BBXY:2:2103:25997:28991,K00302:154:HGK25BBXY:2:2228:19857:34741,K00302:154:HGK25BBXY:2:1220:32025:2756,K00302:154:HGK25BBXY:2:1128:30726:43550,
chr1:21097423|21100103	chr1	21097423	21100103	8	7_8_0	521	0.030	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:2116:2067:31066,K00302:154:HGK25BBXY:2:1207:6086:23505,K00302:154:HGK25BBXY:2:2219:20527:6361,K00302:154:HGK25BBXY:2:2124:1438:6976,K00302:154:HGK25BBXY:2:1118:32075:37027,K00302:154:HGK25BBXY:2:1201:24556:10211,K00302:154:HGK25BBXY:2:1201:22709:33563,K00302:154:HGK25BBXY:2:1227:8745:23259,
chr1:21102217|21102498	chr1	21102217	21102498	2	2_2_0	103	0.037	exon	ENSG00000127483.18_4,	-	K00302:154:HGK25BBXY:2:1209:22039:14010,K00302:154:HGK25BBXY:2:2225:18456:29395,
